#    L    TT             EE             TE             PP             TP          
  7766    0.40840E-02   -0.64498E-05   -0.23911E-04    0.26165E+04    0.88589E-01
  7767    0.40822E-02   -0.64377E-05   -0.23801E-04    0.26155E+04    0.88549E-01
  7768    0.40805E-02   -0.64255E-05   -0.23690E-04    0.26144E+04    0.88509E-01
  7769    0.40787E-02   -0.64133E-05   -0.23579E-04    0.26133E+04    0.88469E-01
  7770    0.40770E-02   -0.64010E-05   -0.23467E-04    0.26123E+04    0.88430E-01
  7771    0.40752E-02   -0.63887E-05   -0.23355E-04    0.26112E+04    0.88390E-01
  7772    0.40735E-02   -0.63763E-05   -0.23244E-04    0.26101E+04    0.88350E-01
  7773    0.40717E-02   -0.63639E-05   -0.23131E-04    0.26090E+04    0.88310E-01
  7774    0.40700E-02   -0.63514E-05   -0.23019E-04    0.26080E+04    0.88270E-01
  7775    0.40682E-02   -0.63389E-05   -0.22906E-04    0.26069E+04    0.88231E-01
  7776    0.40665E-02   -0.63264E-05   -0.22793E-04    0.26058E+04    0.88191E-01
  7777    0.40648E-02   -0.63138E-05   -0.22680E-04    0.26048E+04    0.88151E-01
  7778    0.40631E-02   -0.63011E-05   -0.22566E-04    0.26037E+04    0.88111E-01
  7779    0.40613E-02   -0.62884E-05   -0.22452E-04    0.26026E+04    0.88072E-01
  7780    0.40596E-02   -0.62757E-05   -0.22338E-04    0.26016E+04    0.88032E-01
  7781    0.40579E-02   -0.62629E-05   -0.22224E-04    0.26005E+04    0.87993E-01
  7782    0.40562E-02   -0.62501E-05   -0.22109E-04    0.25994E+04    0.87953E-01
  7783    0.40545E-02   -0.62372E-05   -0.21994E-04    0.25984E+04    0.87914E-01
  7784    0.40528E-02   -0.62243E-05   -0.21879E-04    0.25973E+04    0.87874E-01
  7785    0.40511E-02   -0.62113E-05   -0.21764E-04    0.25962E+04    0.87835E-01
  7786    0.40494E-02   -0.61983E-05   -0.21648E-04    0.25952E+04    0.87795E-01
  7787    0.40478E-02   -0.61853E-05   -0.21532E-04    0.25941E+04    0.87756E-01
  7788    0.40461E-02   -0.61722E-05   -0.21416E-04    0.25931E+04    0.87716E-01
  7789    0.40444E-02   -0.61590E-05   -0.21300E-04    0.25920E+04    0.87677E-01
  7790    0.40427E-02   -0.61458E-05   -0.21183E-04    0.25909E+04    0.87638E-01
  7791    0.40410E-02   -0.61326E-05   -0.21066E-04    0.25899E+04    0.87598E-01
  7792    0.40394E-02   -0.61193E-05   -0.20949E-04    0.25888E+04    0.87559E-01
  7793    0.40377E-02   -0.61060E-05   -0.20831E-04    0.25877E+04    0.87520E-01
  7794    0.40361E-02   -0.60926E-05   -0.20714E-04    0.25867E+04    0.87481E-01
  7795    0.40344E-02   -0.60792E-05   -0.20596E-04    0.25856E+04    0.87441E-01
  7796    0.40328E-02   -0.60658E-05   -0.20477E-04    0.25846E+04    0.87402E-01
  7797    0.40311E-02   -0.60523E-05   -0.20359E-04    0.25835E+04    0.87363E-01
  7798    0.40295E-02   -0.60387E-05   -0.20240E-04    0.25825E+04    0.87324E-01
  7799    0.40278E-02   -0.60251E-05   -0.20121E-04    0.25814E+04    0.87285E-01
  7800    0.40262E-02   -0.60115E-05   -0.20002E-04    0.25803E+04    0.87246E-01
  7801    0.40246E-02   -0.59979E-05   -0.19883E-04    0.25793E+04    0.87207E-01
  7802    0.40229E-02   -0.59842E-05   -0.19763E-04    0.25782E+04    0.87168E-01
  7803    0.40213E-02   -0.59704E-05   -0.19643E-04    0.25772E+04    0.87129E-01
  7804    0.40197E-02   -0.59566E-05   -0.19523E-04    0.25761E+04    0.87090E-01
  7805    0.40181E-02   -0.59428E-05   -0.19403E-04    0.25751E+04    0.87051E-01
  7806    0.40165E-02   -0.59289E-05   -0.19282E-04    0.25740E+04    0.87012E-01
  7807    0.40148E-02   -0.59150E-05   -0.19161E-04    0.25730E+04    0.86973E-01
  7808    0.40132E-02   -0.59010E-05   -0.19040E-04    0.25719E+04    0.86934E-01
  7809    0.40116E-02   -0.58870E-05   -0.18919E-04    0.25709E+04    0.86896E-01
  7810    0.40100E-02   -0.58730E-05   -0.18797E-04    0.25698E+04    0.86857E-01
  7811    0.40084E-02   -0.58589E-05   -0.18675E-04    0.25687E+04    0.86818E-01
  7812    0.40069E-02   -0.58448E-05   -0.18553E-04    0.25677E+04    0.86779E-01
  7813    0.40053E-02   -0.58306E-05   -0.18431E-04    0.25666E+04    0.86741E-01
  7814    0.40037E-02   -0.58164E-05   -0.18309E-04    0.25656E+04    0.86702E-01
  7815    0.40021E-02   -0.58022E-05   -0.18186E-04    0.25645E+04    0.86663E-01
  7816    0.40005E-02   -0.57879E-05   -0.18063E-04    0.25635E+04    0.86625E-01
  7817    0.39990E-02   -0.57736E-05   -0.17940E-04    0.25625E+04    0.86586E-01
  7818    0.39974E-02   -0.57592E-05   -0.17816E-04    0.25614E+04    0.86547E-01
  7819    0.39958E-02   -0.57448E-05   -0.17693E-04    0.25604E+04    0.86509E-01
  7820    0.39943E-02   -0.57303E-05   -0.17569E-04    0.25593E+04    0.86470E-01
  7821    0.39927E-02   -0.57159E-05   -0.17445E-04    0.25583E+04    0.86432E-01
  7822    0.39912E-02   -0.57013E-05   -0.17321E-04    0.25572E+04    0.86393E-01
  7823    0.39896E-02   -0.56868E-05   -0.17196E-04    0.25562E+04    0.86355E-01
  7824    0.39881E-02   -0.56722E-05   -0.17071E-04    0.25551E+04    0.86317E-01
  7825    0.39865E-02   -0.56575E-05   -0.16946E-04    0.25541E+04    0.86278E-01
  7826    0.39850E-02   -0.56429E-05   -0.16821E-04    0.25530E+04    0.86240E-01
  7827    0.39834E-02   -0.56282E-05   -0.16696E-04    0.25520E+04    0.86202E-01
  7828    0.39819E-02   -0.56134E-05   -0.16570E-04    0.25510E+04    0.86163E-01
  7829    0.39804E-02   -0.55986E-05   -0.16445E-04    0.25499E+04    0.86125E-01
  7830    0.39788E-02   -0.55838E-05   -0.16319E-04    0.25489E+04    0.86087E-01
  7831    0.39773E-02   -0.55689E-05   -0.16192E-04    0.25478E+04    0.86048E-01
  7832    0.39758E-02   -0.55540E-05   -0.16066E-04    0.25468E+04    0.86010E-01
  7833    0.39743E-02   -0.55391E-05   -0.15939E-04    0.25457E+04    0.85972E-01
  7834    0.39728E-02   -0.55241E-05   -0.15812E-04    0.25447E+04    0.85934E-01
  7835    0.39713E-02   -0.55091E-05   -0.15685E-04    0.25437E+04    0.85896E-01
  7836    0.39698E-02   -0.54940E-05   -0.15558E-04    0.25426E+04    0.85858E-01
  7837    0.39683E-02   -0.54789E-05   -0.15431E-04    0.25416E+04    0.85820E-01
  7838    0.39668E-02   -0.54638E-05   -0.15303E-04    0.25405E+04    0.85782E-01
  7839    0.39653E-02   -0.54486E-05   -0.15175E-04    0.25395E+04    0.85744E-01
  7840    0.39638E-02   -0.54334E-05   -0.15047E-04    0.25385E+04    0.85706E-01
  7841    0.39623E-02   -0.54182E-05   -0.14919E-04    0.25374E+04    0.85668E-01
  7842    0.39608E-02   -0.54029E-05   -0.14790E-04    0.25364E+04    0.85630E-01
  7843    0.39593E-02   -0.53876E-05   -0.14662E-04    0.25354E+04    0.85592E-01
  7844    0.39578E-02   -0.53723E-05   -0.14533E-04    0.25343E+04    0.85554E-01
  7845    0.39564E-02   -0.53569E-05   -0.14404E-04    0.25333E+04    0.85516E-01
  7846    0.39549E-02   -0.53415E-05   -0.14274E-04    0.25323E+04    0.85478E-01
  7847    0.39534E-02   -0.53261E-05   -0.14145E-04    0.25312E+04    0.85440E-01
  7848    0.39520E-02   -0.53106E-05   -0.14015E-04    0.25302E+04    0.85403E-01
  7849    0.39505E-02   -0.52951E-05   -0.13885E-04    0.25292E+04    0.85365E-01
  7850    0.39491E-02   -0.52795E-05   -0.13755E-04    0.25281E+04    0.85327E-01
  7851    0.39476E-02   -0.52639E-05   -0.13625E-04    0.25271E+04    0.85289E-01
  7852    0.39461E-02   -0.52483E-05   -0.13495E-04    0.25261E+04    0.85252E-01
  7853    0.39447E-02   -0.52326E-05   -0.13364E-04    0.25250E+04    0.85214E-01
  7854    0.39433E-02   -0.52170E-05   -0.13233E-04    0.25240E+04    0.85176E-01
  7855    0.39418E-02   -0.52012E-05   -0.13102E-04    0.25230E+04    0.85139E-01
  7856    0.39404E-02   -0.51855E-05   -0.12971E-04    0.25219E+04    0.85101E-01
  7857    0.39389E-02   -0.51697E-05   -0.12840E-04    0.25209E+04    0.85064E-01
  7858    0.39375E-02   -0.51539E-05   -0.12708E-04    0.25199E+04    0.85026E-01
  7859    0.39361E-02   -0.51380E-05   -0.12577E-04    0.25189E+04    0.84989E-01
  7860    0.39347E-02   -0.51221E-05   -0.12445E-04    0.25178E+04    0.84951E-01
  7861    0.39332E-02   -0.51062E-05   -0.12313E-04    0.25168E+04    0.84914E-01
  7862    0.39318E-02   -0.50902E-05   -0.12181E-04    0.25158E+04    0.84876E-01
  7863    0.39304E-02   -0.50743E-05   -0.12048E-04    0.25148E+04    0.84839E-01
  7864    0.39290E-02   -0.50582E-05   -0.11916E-04    0.25137E+04    0.84802E-01
  7865    0.39276E-02   -0.50422E-05   -0.11783E-04    0.25127E+04    0.84764E-01
  7866    0.39262E-02   -0.50261E-05   -0.11650E-04    0.25117E+04    0.84727E-01
  7867    0.39248E-02   -0.50100E-05   -0.11517E-04    0.25107E+04    0.84690E-01
  7868    0.39234E-02   -0.49938E-05   -0.11384E-04    0.25096E+04    0.84652E-01
  7869    0.39220E-02   -0.49777E-05   -0.11250E-04    0.25086E+04    0.84615E-01
  7870    0.39206E-02   -0.49614E-05   -0.11117E-04    0.25076E+04    0.84578E-01
  7871    0.39192E-02   -0.49452E-05   -0.10983E-04    0.25066E+04    0.84541E-01
  7872    0.39178E-02   -0.49289E-05   -0.10849E-04    0.25055E+04    0.84504E-01
  7873    0.39164E-02   -0.49126E-05   -0.10715E-04    0.25045E+04    0.84466E-01
  7874    0.39151E-02   -0.48963E-05   -0.10580E-04    0.25035E+04    0.84429E-01
  7875    0.39137E-02   -0.48799E-05   -0.10446E-04    0.25025E+04    0.84392E-01
  7876    0.39123E-02   -0.48635E-05   -0.10311E-04    0.25015E+04    0.84355E-01
  7877    0.39109E-02   -0.48471E-05   -0.10177E-04    0.25004E+04    0.84318E-01
  7878    0.39096E-02   -0.48306E-05   -0.10042E-04    0.24994E+04    0.84281E-01
  7879    0.39082E-02   -0.48142E-05   -0.99065E-05    0.24984E+04    0.84244E-01
  7880    0.39068E-02   -0.47976E-05   -0.97712E-05    0.24974E+04    0.84207E-01
  7881    0.39055E-02   -0.47811E-05   -0.96358E-05    0.24964E+04    0.84170E-01
  7882    0.39041E-02   -0.47645E-05   -0.95003E-05    0.24954E+04    0.84133E-01
  7883    0.39028E-02   -0.47479E-05   -0.93645E-05    0.24943E+04    0.84096E-01
  7884    0.39014E-02   -0.47313E-05   -0.92287E-05    0.24933E+04    0.84060E-01
  7885    0.39001E-02   -0.47146E-05   -0.90926E-05    0.24923E+04    0.84023E-01
  7886    0.38987E-02   -0.46979E-05   -0.89564E-05    0.24913E+04    0.83986E-01
  7887    0.38974E-02   -0.46812E-05   -0.88201E-05    0.24903E+04    0.83949E-01
  7888    0.38960E-02   -0.46645E-05   -0.86836E-05    0.24893E+04    0.83912E-01
  7889    0.38947E-02   -0.46477E-05   -0.85470E-05    0.24883E+04    0.83876E-01
  7890    0.38934E-02   -0.46309E-05   -0.84102E-05    0.24872E+04    0.83839E-01
  7891    0.38921E-02   -0.46140E-05   -0.82733E-05    0.24862E+04    0.83802E-01
  7892    0.38907E-02   -0.45972E-05   -0.81362E-05    0.24852E+04    0.83766E-01
  7893    0.38894E-02   -0.45803E-05   -0.79990E-05    0.24842E+04    0.83729E-01
  7894    0.38881E-02   -0.45634E-05   -0.78616E-05    0.24832E+04    0.83692E-01
  7895    0.38868E-02   -0.45464E-05   -0.77241E-05    0.24822E+04    0.83656E-01
  7896    0.38855E-02   -0.45295E-05   -0.75865E-05    0.24812E+04    0.83619E-01
  7897    0.38841E-02   -0.45125E-05   -0.74487E-05    0.24802E+04    0.83583E-01
  7898    0.38828E-02   -0.44954E-05   -0.73107E-05    0.24792E+04    0.83546E-01
  7899    0.38815E-02   -0.44784E-05   -0.71727E-05    0.24781E+04    0.83510E-01
  7900    0.38802E-02   -0.44613E-05   -0.70345E-05    0.24771E+04    0.83473E-01
  7901    0.38789E-02   -0.44442E-05   -0.68961E-05    0.24761E+04    0.83437E-01
  7902    0.38776E-02   -0.44271E-05   -0.67576E-05    0.24751E+04    0.83400E-01
  7903    0.38763E-02   -0.44099E-05   -0.66190E-05    0.24741E+04    0.83364E-01
  7904    0.38750E-02   -0.43927E-05   -0.64803E-05    0.24731E+04    0.83327E-01
  7905    0.38738E-02   -0.43755E-05   -0.63414E-05    0.24721E+04    0.83291E-01
  7906    0.38725E-02   -0.43583E-05   -0.62024E-05    0.24711E+04    0.83255E-01
  7907    0.38712E-02   -0.43410E-05   -0.60633E-05    0.24701E+04    0.83218E-01
  7908    0.38699E-02   -0.43237E-05   -0.59240E-05    0.24691E+04    0.83182E-01
  7909    0.38686E-02   -0.43064E-05   -0.57846E-05    0.24681E+04    0.83146E-01
  7910    0.38673E-02   -0.42891E-05   -0.56451E-05    0.24671E+04    0.83110E-01
  7911    0.38661E-02   -0.42717E-05   -0.55054E-05    0.24661E+04    0.83074E-01
  7912    0.38648E-02   -0.42543E-05   -0.53657E-05    0.24651E+04    0.83037E-01
  7913    0.38635E-02   -0.42369E-05   -0.52258E-05    0.24641E+04    0.83001E-01
  7914    0.38623E-02   -0.42195E-05   -0.50857E-05    0.24631E+04    0.82965E-01
  7915    0.38610E-02   -0.42020E-05   -0.49456E-05    0.24621E+04    0.82929E-01
  7916    0.38598E-02   -0.41846E-05   -0.48053E-05    0.24611E+04    0.82893E-01
  7917    0.38585E-02   -0.41670E-05   -0.46650E-05    0.24601E+04    0.82857E-01
  7918    0.38573E-02   -0.41495E-05   -0.45245E-05    0.24591E+04    0.82821E-01
  7919    0.38560E-02   -0.41320E-05   -0.43838E-05    0.24581E+04    0.82785E-01
  7920    0.38548E-02   -0.41144E-05   -0.42431E-05    0.24571E+04    0.82749E-01
  7921    0.38535E-02   -0.40968E-05   -0.41023E-05    0.24561E+04    0.82713E-01
  7922    0.38523E-02   -0.40792E-05   -0.39613E-05    0.24551E+04    0.82677E-01
  7923    0.38510E-02   -0.40615E-05   -0.38202E-05    0.24541E+04    0.82641E-01
  7924    0.38498E-02   -0.40438E-05   -0.36790E-05    0.24531E+04    0.82605E-01
  7925    0.38486E-02   -0.40262E-05   -0.35377E-05    0.24521E+04    0.82569E-01
  7926    0.38473E-02   -0.40084E-05   -0.33963E-05    0.24511E+04    0.82533E-01
  7927    0.38461E-02   -0.39907E-05   -0.32548E-05    0.24501E+04    0.82498E-01
  7928    0.38449E-02   -0.39729E-05   -0.31132E-05    0.24491E+04    0.82462E-01
  7929    0.38436E-02   -0.39552E-05   -0.29715E-05    0.24481E+04    0.82426E-01
  7930    0.38424E-02   -0.39374E-05   -0.28296E-05    0.24471E+04    0.82390E-01
  7931    0.38412E-02   -0.39195E-05   -0.26877E-05    0.24461E+04    0.82355E-01
  7932    0.38400E-02   -0.39017E-05   -0.25456E-05    0.24451E+04    0.82319E-01
  7933    0.38388E-02   -0.38838E-05   -0.24035E-05    0.24441E+04    0.82283E-01
  7934    0.38376E-02   -0.38659E-05   -0.22612E-05    0.24431E+04    0.82247E-01
  7935    0.38364E-02   -0.38480E-05   -0.21189E-05    0.24422E+04    0.82212E-01
  7936    0.38351E-02   -0.38301E-05   -0.19765E-05    0.24412E+04    0.82176E-01
  7937    0.38339E-02   -0.38122E-05   -0.18339E-05    0.24402E+04    0.82141E-01
  7938    0.38327E-02   -0.37942E-05   -0.16913E-05    0.24392E+04    0.82105E-01
  7939    0.38315E-02   -0.37762E-05   -0.15485E-05    0.24382E+04    0.82070E-01
  7940    0.38303E-02   -0.37582E-05   -0.14057E-05    0.24372E+04    0.82034E-01
  7941    0.38292E-02   -0.37402E-05   -0.12628E-05    0.24362E+04    0.81999E-01
  7942    0.38280E-02   -0.37221E-05   -0.11198E-05    0.24352E+04    0.81963E-01
  7943    0.38268E-02   -0.37040E-05   -0.97664E-06    0.24342E+04    0.81928E-01
  7944    0.38256E-02   -0.36859E-05   -0.83344E-06    0.24332E+04    0.81892E-01
  7945    0.38244E-02   -0.36678E-05   -0.69015E-06    0.24323E+04    0.81857E-01
  7946    0.38232E-02   -0.36497E-05   -0.54677E-06    0.24313E+04    0.81821E-01
  7947    0.38220E-02   -0.36316E-05   -0.40330E-06    0.24303E+04    0.81786E-01
  7948    0.38209E-02   -0.36134E-05   -0.25975E-06    0.24293E+04    0.81751E-01
  7949    0.38197E-02   -0.35952E-05   -0.11611E-06    0.24283E+04    0.81715E-01
  7950    0.38185E-02   -0.35770E-05    0.27609E-07    0.24273E+04    0.81680E-01
  7951    0.38174E-02   -0.35588E-05    0.17142E-06    0.24263E+04    0.81645E-01
  7952    0.38162E-02   -0.35405E-05    0.31530E-06    0.24254E+04    0.81610E-01
  7953    0.38150E-02   -0.35223E-05    0.45927E-06    0.24244E+04    0.81574E-01
  7954    0.38139E-02   -0.35040E-05    0.60332E-06    0.24234E+04    0.81539E-01
  7955    0.38127E-02   -0.34857E-05    0.74745E-06    0.24224E+04    0.81504E-01
  7956    0.38115E-02   -0.34674E-05    0.89165E-06    0.24214E+04    0.81469E-01
  7957    0.38104E-02   -0.34491E-05    0.10359E-05    0.24205E+04    0.81434E-01
  7958    0.38092E-02   -0.34307E-05    0.11803E-05    0.24195E+04    0.81399E-01
  7959    0.38081E-02   -0.34124E-05    0.13247E-05    0.24185E+04    0.81364E-01
  7960    0.38069E-02   -0.33940E-05    0.14692E-05    0.24175E+04    0.81329E-01
  7961    0.38058E-02   -0.33756E-05    0.16138E-05    0.24165E+04    0.81294E-01
  7962    0.38046E-02   -0.33572E-05    0.17585E-05    0.24156E+04    0.81259E-01
  7963    0.38035E-02   -0.33387E-05    0.19032E-05    0.24146E+04    0.81224E-01
  7964    0.38024E-02   -0.33203E-05    0.20480E-05    0.24136E+04    0.81189E-01
  7965    0.38012E-02   -0.33018E-05    0.21928E-05    0.24126E+04    0.81154E-01
  7966    0.38001E-02   -0.32834E-05    0.23378E-05    0.24116E+04    0.81119E-01
  7967    0.37990E-02   -0.32649E-05    0.24828E-05    0.24107E+04    0.81084E-01
  7968    0.37978E-02   -0.32464E-05    0.26278E-05    0.24097E+04    0.81049E-01
  7969    0.37967E-02   -0.32278E-05    0.27729E-05    0.24087E+04    0.81014E-01
  7970    0.37956E-02   -0.32093E-05    0.29181E-05    0.24077E+04    0.80979E-01
  7971    0.37944E-02   -0.31907E-05    0.30634E-05    0.24068E+04    0.80944E-01
  7972    0.37933E-02   -0.31722E-05    0.32087E-05    0.24058E+04    0.80910E-01
  7973    0.37922E-02   -0.31536E-05    0.33540E-05    0.24048E+04    0.80875E-01
  7974    0.37911E-02   -0.31350E-05    0.34995E-05    0.24038E+04    0.80840E-01
  7975    0.37900E-02   -0.31164E-05    0.36449E-05    0.24029E+04    0.80805E-01
  7976    0.37889E-02   -0.30977E-05    0.37905E-05    0.24019E+04    0.80771E-01
  7977    0.37877E-02   -0.30791E-05    0.39361E-05    0.24009E+04    0.80736E-01
  7978    0.37866E-02   -0.30604E-05    0.40817E-05    0.23999E+04    0.80701E-01
  7979    0.37855E-02   -0.30418E-05    0.42274E-05    0.23990E+04    0.80667E-01
  7980    0.37844E-02   -0.30231E-05    0.43732E-05    0.23980E+04    0.80632E-01
  7981    0.37833E-02   -0.30044E-05    0.45190E-05    0.23970E+04    0.80598E-01
  7982    0.37822E-02   -0.29857E-05    0.46648E-05    0.23961E+04    0.80563E-01
  7983    0.37811E-02   -0.29669E-05    0.48107E-05    0.23951E+04    0.80529E-01
  7984    0.37800E-02   -0.29482E-05    0.49567E-05    0.23941E+04    0.80494E-01
  7985    0.37789E-02   -0.29294E-05    0.51027E-05    0.23932E+04    0.80460E-01
  7986    0.37778E-02   -0.29107E-05    0.52487E-05    0.23922E+04    0.80425E-01
  7987    0.37768E-02   -0.28919E-05    0.53948E-05    0.23912E+04    0.80391E-01
  7988    0.37757E-02   -0.28731E-05    0.55410E-05    0.23903E+04    0.80356E-01
  7989    0.37746E-02   -0.28543E-05    0.56871E-05    0.23893E+04    0.80322E-01
  7990    0.37735E-02   -0.28355E-05    0.58334E-05    0.23883E+04    0.80287E-01
  7991    0.37724E-02   -0.28167E-05    0.59796E-05    0.23874E+04    0.80253E-01
  7992    0.37713E-02   -0.27978E-05    0.61259E-05    0.23864E+04    0.80219E-01
  7993    0.37703E-02   -0.27790E-05    0.62722E-05    0.23854E+04    0.80184E-01
  7994    0.37692E-02   -0.27601E-05    0.64186E-05    0.23845E+04    0.80150E-01
  7995    0.37681E-02   -0.27413E-05    0.65650E-05    0.23835E+04    0.80116E-01
  7996    0.37670E-02   -0.27224E-05    0.67115E-05    0.23825E+04    0.80082E-01
  7997    0.37660E-02   -0.27035E-05    0.68580E-05    0.23816E+04    0.80047E-01
  7998    0.37649E-02   -0.26846E-05    0.70045E-05    0.23806E+04    0.80013E-01
  7999    0.37638E-02   -0.26657E-05    0.71510E-05    0.23796E+04    0.79979E-01
  8000    0.37628E-02   -0.26467E-05    0.72976E-05    0.23787E+04    0.79945E-01
  8001    0.37617E-02   -0.26278E-05    0.74442E-05    0.23777E+04    0.79911E-01
  8002    0.37606E-02   -0.26089E-05    0.75908E-05    0.23768E+04    0.79876E-01
  8003    0.37596E-02   -0.25899E-05    0.77375E-05    0.23758E+04    0.79842E-01
  8004    0.37585E-02   -0.25709E-05    0.78842E-05    0.23748E+04    0.79808E-01
  8005    0.37575E-02   -0.25520E-05    0.80309E-05    0.23739E+04    0.79774E-01
  8006    0.37564E-02   -0.25330E-05    0.81776E-05    0.23729E+04    0.79740E-01
  8007    0.37554E-02   -0.25140E-05    0.83244E-05    0.23720E+04    0.79706E-01
  8008    0.37543E-02   -0.24950E-05    0.84712E-05    0.23710E+04    0.79672E-01
  8009    0.37533E-02   -0.24760E-05    0.86180E-05    0.23700E+04    0.79638E-01
  8010    0.37522E-02   -0.24569E-05    0.87648E-05    0.23691E+04    0.79604E-01
  8011    0.37512E-02   -0.24379E-05    0.89117E-05    0.23681E+04    0.79570E-01
