#    L    TT             EE             TE             PP             TP          
  4162    0.12005E+01    0.51896E-01   -0.70642E-01    0.14050E+05    0.66887E+00
  4163    0.11986E+01    0.51702E-01   -0.70792E-01    0.14042E+05    0.66860E+00
  4164    0.11968E+01    0.51508E-01   -0.70934E-01    0.14034E+05    0.66833E+00
  4165    0.11950E+01    0.51312E-01   -0.71070E-01    0.14026E+05    0.66807E+00
  4166    0.11932E+01    0.51114E-01   -0.71198E-01    0.14018E+05    0.66781E+00
  4167    0.11914E+01    0.50914E-01   -0.71319E-01    0.14010E+05    0.66756E+00
  4168    0.11896E+01    0.50715E-01   -0.71433E-01    0.14002E+05    0.66732E+00
  4169    0.11877E+01    0.50512E-01   -0.71541E-01    0.13994E+05    0.66708E+00
  4170    0.11861E+01    0.50309E-01   -0.71640E-01    0.13986E+05    0.66685E+00
  4171    0.11844E+01    0.50105E-01   -0.71731E-01    0.13978E+05    0.66662E+00
  4172    0.11827E+01    0.49899E-01   -0.71816E-01    0.13970E+05    0.66639E+00
  4173    0.11810E+01    0.49691E-01   -0.71894E-01    0.13962E+05    0.66618E+00
  4174    0.11794E+01    0.49483E-01   -0.71963E-01    0.13954E+05    0.66596E+00
  4175    0.11777E+01    0.49274E-01   -0.72026E-01    0.13946E+05    0.66576E+00
  4176    0.11761E+01    0.49064E-01   -0.72081E-01    0.13938E+05    0.66555E+00
  4177    0.11744E+01    0.48852E-01   -0.72129E-01    0.13930E+05    0.66535E+00
  4178    0.11728E+01    0.48640E-01   -0.72169E-01    0.13922E+05    0.66516E+00
  4179    0.11712E+01    0.48426E-01   -0.72201E-01    0.13914E+05    0.66497E+00
  4180    0.11696E+01    0.48211E-01   -0.72226E-01    0.13906E+05    0.66479E+00
  4181    0.11680E+01    0.47996E-01   -0.72244E-01    0.13898E+05    0.66461E+00
  4182    0.11664E+01    0.47779E-01   -0.72253E-01    0.13890E+05    0.66444E+00
  4183    0.11649E+01    0.47561E-01   -0.72256E-01    0.13882E+05    0.66427E+00
  4184    0.11633E+01    0.47344E-01   -0.72251E-01    0.13874E+05    0.66411E+00
  4185    0.11617E+01    0.47125E-01   -0.72238E-01    0.13866E+05    0.66395E+00
  4186    0.11602E+01    0.46906E-01   -0.72219E-01    0.13858E+05    0.66379E+00
  4187    0.11586E+01    0.46686E-01   -0.72192E-01    0.13850E+05    0.66364E+00
  4188    0.11571E+01    0.46466E-01   -0.72157E-01    0.13843E+05    0.66349E+00
  4189    0.11556E+01    0.46245E-01   -0.72114E-01    0.13835E+05    0.66335E+00
  4190    0.11541E+01    0.46024E-01   -0.72065E-01    0.13827E+05    0.66321E+00
  4191    0.11525E+01    0.45802E-01   -0.72008E-01    0.13819E+05    0.66308E+00
  4192    0.11511E+01    0.45581E-01   -0.71942E-01    0.13811E+05    0.66295E+00
  4193    0.11496E+01    0.45356E-01   -0.71872E-01    0.13803E+05    0.66282E+00
  4194    0.11480E+01    0.45134E-01   -0.71793E-01    0.13795E+05    0.66270E+00
  4195    0.11465E+01    0.44913E-01   -0.71706E-01    0.13787E+05    0.66258E+00
  4196    0.11450E+01    0.44691E-01   -0.71612E-01    0.13780E+05    0.66247E+00
  4197    0.11435E+01    0.44467E-01   -0.71511E-01    0.13772E+05    0.66236E+00
  4198    0.11420E+01    0.44245E-01   -0.71403E-01    0.13764E+05    0.66225E+00
  4199    0.11405E+01    0.44022E-01   -0.71287E-01    0.13756E+05    0.66215E+00
  4200    0.11390E+01    0.43800E-01   -0.71165E-01    0.13748E+05    0.66205E+00
  4201    0.11375E+01    0.43577E-01   -0.71035E-01    0.13740E+05    0.66196E+00
  4202    0.11360E+01    0.43355E-01   -0.70899E-01    0.13732E+05    0.66187E+00
  4203    0.11344E+01    0.43133E-01   -0.70755E-01    0.13725E+05    0.66178E+00
  4204    0.11330E+01    0.42911E-01   -0.70605E-01    0.13717E+05    0.66169E+00
  4205    0.11314E+01    0.42690E-01   -0.70448E-01    0.13709E+05    0.66161E+00
  4206    0.11298E+01    0.42468E-01   -0.70284E-01    0.13701E+05    0.66153E+00
  4207    0.11283E+01    0.42248E-01   -0.70113E-01    0.13693E+05    0.66146E+00
  4208    0.11268E+01    0.42028E-01   -0.69935E-01    0.13686E+05    0.66139E+00
  4209    0.11252E+01    0.41808E-01   -0.69750E-01    0.13678E+05    0.66132E+00
  4210    0.11237E+01    0.41588E-01   -0.69559E-01    0.13670E+05    0.66125E+00
  4211    0.11221E+01    0.41369E-01   -0.69363E-01    0.13662E+05    0.66119E+00
  4212    0.11205E+01    0.41151E-01   -0.69158E-01    0.13655E+05    0.66113E+00
  4213    0.11189E+01    0.40932E-01   -0.68948E-01    0.13647E+05    0.66107E+00
  4214    0.11174E+01    0.40715E-01   -0.68731E-01    0.13639E+05    0.66102E+00
  4215    0.11159E+01    0.40498E-01   -0.68508E-01    0.13631E+05    0.66097E+00
  4216    0.11143E+01    0.40282E-01   -0.68279E-01    0.13624E+05    0.66092E+00
  4217    0.11127E+01    0.40066E-01   -0.68044E-01    0.13616E+05    0.66087E+00
  4218    0.11111E+01    0.39851E-01   -0.67803E-01    0.13608E+05    0.66083E+00
  4219    0.11095E+01    0.39637E-01   -0.67555E-01    0.13600E+05    0.66079E+00
  4220    0.11078E+01    0.39424E-01   -0.67303E-01    0.13593E+05    0.66075E+00
  4221    0.11062E+01    0.39211E-01   -0.67043E-01    0.13585E+05    0.66071E+00
  4222    0.11046E+01    0.39000E-01   -0.66779E-01    0.13577E+05    0.66068E+00
  4223    0.11030E+01    0.38788E-01   -0.66511E-01    0.13570E+05    0.66065E+00
  4224    0.11013E+01    0.38578E-01   -0.66236E-01    0.13562E+05    0.66062E+00
  4225    0.10996E+01    0.38368E-01   -0.65955E-01    0.13554E+05    0.66059E+00
  4226    0.10980E+01    0.38160E-01   -0.65669E-01    0.13546E+05    0.66056E+00
  4227    0.10963E+01    0.37953E-01   -0.65378E-01    0.13539E+05    0.66054E+00
  4228    0.10945E+01    0.37747E-01   -0.65083E-01    0.13531E+05    0.66051E+00
  4229    0.10928E+01    0.37541E-01   -0.64782E-01    0.13523E+05    0.66049E+00
  4230    0.10911E+01    0.37336E-01   -0.64477E-01    0.13516E+05    0.66047E+00
  4231    0.10895E+01    0.37134E-01   -0.64166E-01    0.13508E+05    0.66046E+00
  4232    0.10877E+01    0.36932E-01   -0.63852E-01    0.13500E+05    0.66044E+00
  4233    0.10860E+01    0.36731E-01   -0.63533E-01    0.13493E+05    0.66043E+00
  4234    0.10842E+01    0.36532E-01   -0.63210E-01    0.13485E+05    0.66041E+00
  4235    0.10824E+01    0.36333E-01   -0.62881E-01    0.13478E+05    0.66040E+00
  4236    0.10807E+01    0.36136E-01   -0.62550E-01    0.13470E+05    0.66039E+00
  4237    0.10789E+01    0.35941E-01   -0.62214E-01    0.13462E+05    0.66038E+00
  4238    0.10771E+01    0.35746E-01   -0.61875E-01    0.13455E+05    0.66037E+00
  4239    0.10753E+01    0.35554E-01   -0.61532E-01    0.13447E+05    0.66037E+00
  4240    0.10736E+01    0.35362E-01   -0.61186E-01    0.13439E+05    0.66036E+00
  4241    0.10717E+01    0.35172E-01   -0.60836E-01    0.13432E+05    0.66036E+00
  4242    0.10698E+01    0.34984E-01   -0.60483E-01    0.13424E+05    0.66035E+00
  4243    0.10680E+01    0.34795E-01   -0.60127E-01    0.13417E+05    0.66035E+00
  4244    0.10661E+01    0.34610E-01   -0.59768E-01    0.13409E+05    0.66035E+00
  4245    0.10642E+01    0.34426E-01   -0.59408E-01    0.13402E+05    0.66035E+00
  4246    0.10624E+01    0.34244E-01   -0.59043E-01    0.13394E+05    0.66034E+00
  4247    0.10605E+01    0.34063E-01   -0.58677E-01    0.13386E+05    0.66034E+00
  4248    0.10584E+01    0.33883E-01   -0.58308E-01    0.13379E+05    0.66034E+00
  4249    0.10566E+01    0.33706E-01   -0.57938E-01    0.13371E+05    0.66034E+00
  4250    0.10546E+01    0.33530E-01   -0.57565E-01    0.13364E+05    0.66034E+00
  4251    0.10527E+01    0.33357E-01   -0.57191E-01    0.13356E+05    0.66035E+00
  4252    0.10507E+01    0.33185E-01   -0.56815E-01    0.13349E+05    0.66035E+00
  4253    0.10487E+01    0.33014E-01   -0.56437E-01    0.13341E+05    0.66035E+00
  4254    0.10468E+01    0.32845E-01   -0.56058E-01    0.13334E+05    0.66035E+00
  4255    0.10447E+01    0.32679E-01   -0.55677E-01    0.13326E+05    0.66035E+00
  4256    0.10427E+01    0.32515E-01   -0.55295E-01    0.13319E+05    0.66035E+00
  4257    0.10406E+01    0.32351E-01   -0.54912E-01    0.13311E+05    0.66036E+00
  4258    0.10386E+01    0.32190E-01   -0.54527E-01    0.13304E+05    0.66036E+00
  4259    0.10364E+01    0.32031E-01   -0.54141E-01    0.13296E+05    0.66036E+00
  4260    0.10343E+01    0.31873E-01   -0.53754E-01    0.13289E+05    0.66036E+00
  4261    0.10323E+01    0.31718E-01   -0.53367E-01    0.13281E+05    0.66036E+00
  4262    0.10302E+01    0.31563E-01   -0.52979E-01    0.13274E+05    0.66036E+00
  4263    0.10280E+01    0.31411E-01   -0.52589E-01    0.13266E+05    0.66036E+00
  4264    0.10259E+01    0.31261E-01   -0.52200E-01    0.13259E+05    0.66037E+00
  4265    0.10238E+01    0.31113E-01   -0.51809E-01    0.13251E+05    0.66037E+00
  4266    0.10217E+01    0.30967E-01   -0.51417E-01    0.13244E+05    0.66037E+00
  4267    0.10195E+01    0.30822E-01   -0.51027E-01    0.13236E+05    0.66037E+00
  4268    0.10173E+01    0.30679E-01   -0.50635E-01    0.13229E+05    0.66037E+00
  4269    0.10151E+01    0.30538E-01   -0.50244E-01    0.13221E+05    0.66036E+00
  4270    0.10129E+01    0.30400E-01   -0.49852E-01    0.13214E+05    0.66036E+00
  4271    0.10107E+01    0.30262E-01   -0.49461E-01    0.13207E+05    0.66036E+00
  4272    0.10085E+01    0.30126E-01   -0.49069E-01    0.13199E+05    0.66036E+00
  4273    0.10063E+01    0.29995E-01   -0.48678E-01    0.13192E+05    0.66035E+00
  4274    0.10040E+01    0.29863E-01   -0.48288E-01    0.13184E+05    0.66035E+00
  4275    0.10018E+01    0.29733E-01   -0.47896E-01    0.13177E+05    0.66034E+00
  4276    0.99951E+00    0.29607E-01   -0.47507E-01    0.13169E+05    0.66034E+00
  4277    0.99718E+00    0.29481E-01   -0.47118E-01    0.13162E+05    0.66033E+00
  4278    0.99486E+00    0.29357E-01   -0.46731E-01    0.13155E+05    0.66032E+00
  4279    0.99261E+00    0.29235E-01   -0.46344E-01    0.13147E+05    0.66031E+00
  4280    0.99028E+00    0.29116E-01   -0.45958E-01    0.13140E+05    0.66030E+00
  4281    0.98795E+00    0.29000E-01   -0.45573E-01    0.13133E+05    0.66029E+00
  4282    0.98555E+00    0.28884E-01   -0.45190E-01    0.13125E+05    0.66028E+00
  4283    0.98322E+00    0.28770E-01   -0.44808E-01    0.13118E+05    0.66027E+00
  4284    0.98090E+00    0.28657E-01   -0.44427E-01    0.13110E+05    0.66025E+00
  4285    0.97857E+00    0.28547E-01   -0.44049E-01    0.13103E+05    0.66024E+00
  4286    0.97610E+00    0.28437E-01   -0.43672E-01    0.13096E+05    0.66022E+00
  4287    0.97378E+00    0.28331E-01   -0.43296E-01    0.13088E+05    0.66020E+00
  4288    0.97139E+00    0.28226E-01   -0.42923E-01    0.13081E+05    0.66018E+00
  4289    0.96892E+00    0.28123E-01   -0.42552E-01    0.13074E+05    0.66016E+00
  4290    0.96654E+00    0.28022E-01   -0.42183E-01    0.13066E+05    0.66014E+00
  4291    0.96415E+00    0.27923E-01   -0.41816E-01    0.13059E+05    0.66012E+00
  4292    0.96170E+00    0.27826E-01   -0.41452E-01    0.13052E+05    0.66009E+00
  4293    0.95932E+00    0.27730E-01   -0.41090E-01    0.13044E+05    0.66006E+00
  4294    0.95687E+00    0.27637E-01   -0.40732E-01    0.13037E+05    0.66003E+00
  4295    0.95443E+00    0.27546E-01   -0.40376E-01    0.13030E+05    0.66000E+00
  4296    0.95199E+00    0.27455E-01   -0.40022E-01    0.13022E+05    0.65997E+00
  4297    0.94956E+00    0.27367E-01   -0.39672E-01    0.13015E+05    0.65994E+00
  4298    0.94713E+00    0.27280E-01   -0.39326E-01    0.13008E+05    0.65990E+00
  4299    0.94456E+00    0.27196E-01   -0.38982E-01    0.13001E+05    0.65987E+00
  4300    0.94214E+00    0.27114E-01   -0.38642E-01    0.12993E+05    0.65983E+00
  4301    0.93965E+00    0.27032E-01   -0.38305E-01    0.12986E+05    0.65979E+00
  4302    0.93718E+00    0.26953E-01   -0.37972E-01    0.12979E+05    0.65974E+00
  4303    0.93470E+00    0.26875E-01   -0.37642E-01    0.12972E+05    0.65970E+00
  4304    0.93224E+00    0.26799E-01   -0.37317E-01    0.12964E+05    0.65965E+00
  4305    0.92978E+00    0.26724E-01   -0.36994E-01    0.12957E+05    0.65960E+00
  4306    0.92725E+00    0.26652E-01   -0.36675E-01    0.12950E+05    0.65955E+00
  4307    0.92474E+00    0.26581E-01   -0.36360E-01    0.12943E+05    0.65950E+00
  4308    0.92222E+00    0.26512E-01   -0.36050E-01    0.12935E+05    0.65944E+00
  4309    0.91972E+00    0.26444E-01   -0.35742E-01    0.12928E+05    0.65938E+00
  4310    0.91722E+00    0.26379E-01   -0.35439E-01    0.12921E+05    0.65932E+00
  4311    0.91473E+00    0.26314E-01   -0.35140E-01    0.12914E+05    0.65926E+00
  4312    0.91225E+00    0.26252E-01   -0.34844E-01    0.12906E+05    0.65919E+00
  4313    0.90977E+00    0.26190E-01   -0.34553E-01    0.12899E+05    0.65913E+00
  4314    0.90723E+00    0.26131E-01   -0.34266E-01    0.12892E+05    0.65906E+00
  4315    0.90470E+00    0.26073E-01   -0.33982E-01    0.12885E+05    0.65899E+00
  4316    0.90217E+00    0.26017E-01   -0.33705E-01    0.12878E+05    0.65891E+00
  4317    0.89958E+00    0.25960E-01   -0.33429E-01    0.12870E+05    0.65884E+00
  4318    0.89707E+00    0.25907E-01   -0.33156E-01    0.12863E+05    0.65876E+00
  4319    0.89457E+00    0.25855E-01   -0.32890E-01    0.12856E+05    0.65868E+00
  4320    0.89207E+00    0.25805E-01   -0.32628E-01    0.12849E+05    0.65859E+00
  4321    0.88959E+00    0.25756E-01   -0.32369E-01    0.12842E+05    0.65851E+00
  4322    0.88704E+00    0.25710E-01   -0.32115E-01    0.12835E+05    0.65842E+00
  4323    0.88450E+00    0.25663E-01   -0.31866E-01    0.12827E+05    0.65833E+00
  4324    0.88196E+00    0.25618E-01   -0.31620E-01    0.12820E+05    0.65824E+00
  4325    0.87951E+00    0.25575E-01   -0.31379E-01    0.12813E+05    0.65814E+00
  4326    0.87700E+00    0.25533E-01   -0.31142E-01    0.12806E+05    0.65804E+00
  4327    0.87442E+00    0.25492E-01   -0.30911E-01    0.12799E+05    0.65794E+00
  4328    0.87199E+00    0.25453E-01   -0.30682E-01    0.12792E+05    0.65784E+00
  4329    0.86943E+00    0.25414E-01   -0.30459E-01    0.12785E+05    0.65773E+00
  4330    0.86703E+00    0.25377E-01   -0.30242E-01    0.12778E+05    0.65762E+00
  4331    0.86448E+00    0.25341E-01   -0.30028E-01    0.12770E+05    0.65751E+00
  4332    0.86195E+00    0.25307E-01   -0.29818E-01    0.12763E+05    0.65739E+00
  4333    0.85950E+00    0.25273E-01   -0.29612E-01    0.12756E+05    0.65727E+00
  4334    0.85691E+00    0.25240E-01   -0.29412E-01    0.12749E+05    0.65715E+00
  4335    0.85441E+00    0.25208E-01   -0.29215E-01    0.12742E+05    0.65703E+00
  4336    0.85192E+00    0.25179E-01   -0.29021E-01    0.12735E+05    0.65690E+00
  4337    0.84943E+00    0.25149E-01   -0.28835E-01    0.12728E+05    0.65677E+00
  4338    0.84689E+00    0.25120E-01   -0.28652E-01    0.12721E+05    0.65664E+00
  4339    0.84450E+00    0.25092E-01   -0.28474E-01    0.12714E+05    0.65651E+00
  4340    0.84205E+00    0.25067E-01   -0.28300E-01    0.12707E+05    0.65637E+00
  4341    0.83953E+00    0.25041E-01   -0.28132E-01    0.12700E+05    0.65623E+00
  4342    0.83710E+00    0.25018E-01   -0.27967E-01    0.12692E+05    0.65608E+00
  4343    0.83468E+00    0.24993E-01   -0.27808E-01    0.12685E+05    0.65593E+00
  4344    0.83220E+00    0.24971E-01   -0.27653E-01    0.12678E+05    0.65578E+00
  4345    0.82980E+00    0.24948E-01   -0.27502E-01    0.12671E+05    0.65563E+00
  4346    0.82741E+00    0.24927E-01   -0.27357E-01    0.12664E+05    0.65547E+00
  4347    0.82489E+00    0.24907E-01   -0.27216E-01    0.12657E+05    0.65531E+00
  4348    0.82252E+00    0.24887E-01   -0.27080E-01    0.12650E+05    0.65515E+00
  4349    0.82010E+00    0.24867E-01   -0.26948E-01    0.12643E+05    0.65498E+00
  4350    0.81783E+00    0.24848E-01   -0.26821E-01    0.12636E+05    0.65481E+00
  4351    0.81550E+00    0.24830E-01   -0.26698E-01    0.12629E+05    0.65464E+00
  4352    0.81326E+00    0.24812E-01   -0.26580E-01    0.12622E+05    0.65446E+00
  4353    0.81080E+00    0.24795E-01   -0.26466E-01    0.12615E+05    0.65428E+00
  4354    0.80843E+00    0.24778E-01   -0.26358E-01    0.12608E+05    0.65410E+00
  4355    0.80600E+00    0.24762E-01   -0.26253E-01    0.12601E+05    0.65391E+00
  4356    0.80366E+00    0.24747E-01   -0.26153E-01    0.12594E+05    0.65372E+00
  4357    0.80132E+00    0.24732E-01   -0.26058E-01    0.12587E+05    0.65353E+00
  4358    0.79907E+00    0.24717E-01   -0.25966E-01    0.12580E+05    0.65333E+00
  4359    0.79675E+00    0.24703E-01   -0.25879E-01    0.12573E+05    0.65313E+00
  4360    0.79453E+00    0.24689E-01   -0.25797E-01    0.12566E+05    0.65293E+00
  4361    0.79216E+00    0.24676E-01   -0.25720E-01    0.12559E+05    0.65272E+00
  4362    0.78995E+00    0.24663E-01   -0.25646E-01    0.12552E+05    0.65251E+00
  4363    0.78768E+00    0.24650E-01   -0.25577E-01    0.12545E+05    0.65230E+00
  4364    0.78541E+00    0.24638E-01   -0.25511E-01    0.12539E+05    0.65208E+00
  4365    0.78309E+00    0.24626E-01   -0.25450E-01    0.12532E+05    0.65186E+00
  4366    0.78092E+00    0.24616E-01   -0.25393E-01    0.12525E+05    0.65164E+00
  4367    0.77869E+00    0.24605E-01   -0.25340E-01    0.12518E+05    0.65141E+00
  4368    0.77646E+00    0.24594E-01   -0.25292E-01    0.12511E+05    0.65118E+00
  4369    0.77432E+00    0.24583E-01   -0.25247E-01    0.12504E+05    0.65095E+00
  4370    0.77212E+00    0.24572E-01   -0.25206E-01    0.12497E+05    0.65071E+00
  4371    0.77000E+00    0.24560E-01   -0.25169E-01    0.12490E+05    0.65047E+00
  4372    0.76781E+00    0.24550E-01   -0.25137E-01    0.12483E+05    0.65023E+00
  4373    0.76570E+00    0.24540E-01   -0.25108E-01    0.12476E+05    0.64998E+00
  4374    0.76354E+00    0.24528E-01   -0.25083E-01    0.12469E+05    0.64973E+00
  4375    0.76137E+00    0.24519E-01   -0.25061E-01    0.12462E+05    0.64948E+00
  4376    0.75930E+00    0.24509E-01   -0.25043E-01    0.12456E+05    0.64922E+00
  4377    0.75715E+00    0.24499E-01   -0.25029E-01    0.12449E+05    0.64896E+00
  4378    0.75509E+00    0.24489E-01   -0.25018E-01    0.12442E+05    0.64869E+00
  4379    0.75304E+00    0.24479E-01   -0.25012E-01    0.12435E+05    0.64843E+00
  4380    0.75107E+00    0.24469E-01   -0.25007E-01    0.12428E+05    0.64816E+00
  4381    0.74896E+00    0.24459E-01   -0.25008E-01    0.12421E+05    0.64788E+00
  4382    0.74693E+00    0.24450E-01   -0.25010E-01    0.12414E+05    0.64760E+00
  4383    0.74491E+00    0.24439E-01   -0.25017E-01    0.12408E+05    0.64732E+00
  4384    0.74289E+00    0.24429E-01   -0.25025E-01    0.12401E+05    0.64704E+00
  4385    0.74088E+00    0.24419E-01   -0.25038E-01    0.12394E+05    0.64675E+00
  4386    0.73896E+00    0.24409E-01   -0.25053E-01    0.12387E+05    0.64646E+00
  4387    0.73697E+00    0.24398E-01   -0.25071E-01    0.12380E+05    0.64617E+00
  4388    0.73498E+00    0.24387E-01   -0.25092E-01    0.12373E+05    0.64587E+00
  4389    0.73307E+00    0.24376E-01   -0.25116E-01    0.12367E+05    0.64557E+00
  4390    0.73110E+00    0.24364E-01   -0.25143E-01    0.12360E+05    0.64526E+00
  4391    0.72929E+00    0.24353E-01   -0.25173E-01    0.12353E+05    0.64495E+00
  4392    0.72733E+00    0.24341E-01   -0.25204E-01    0.12346E+05    0.64464E+00
  4393    0.72552E+00    0.24329E-01   -0.25239E-01    0.12339E+05    0.64433E+00
  4394    0.72350E+00    0.24316E-01   -0.25275E-01    0.12332E+05    0.64401E+00
  4395    0.72172E+00    0.24303E-01   -0.25314E-01    0.12326E+05    0.64368E+00
  4396    0.71980E+00    0.24290E-01   -0.25357E-01    0.12319E+05    0.64336E+00
  4397    0.71798E+00    0.24276E-01   -0.25400E-01    0.12312E+05    0.64303E+00
  4398    0.71617E+00    0.24262E-01   -0.25445E-01    0.12305E+05    0.64270E+00
  4399    0.71437E+00    0.24247E-01   -0.25492E-01    0.12299E+05    0.64236E+00
  4400    0.71257E+00    0.24232E-01   -0.25542E-01    0.12292E+05    0.64202E+00
  4401    0.71078E+00    0.24216E-01   -0.25593E-01    0.12285E+05    0.64168E+00
  4402    0.70901E+00    0.24200E-01   -0.25645E-01    0.12278E+05    0.64133E+00
  4403    0.70724E+00    0.24183E-01   -0.25700E-01    0.12272E+05    0.64098E+00
  4404    0.70554E+00    0.24166E-01   -0.25756E-01    0.12265E+05    0.64063E+00
  4405    0.70383E+00    0.24148E-01   -0.25813E-01    0.12258E+05    0.64027E+00
  4406    0.70213E+00    0.24129E-01   -0.25873E-01    0.12251E+05    0.63991E+00
  4407    0.70044E+00    0.24110E-01   -0.25933E-01    0.12245E+05    0.63955E+00
  4408    0.69875E+00    0.24090E-01   -0.25995E-01    0.12238E+05    0.63918E+00
  4409    0.69710E+00    0.24070E-01   -0.26058E-01    0.12231E+05    0.63881E+00
  4410    0.69544E+00    0.24049E-01   -0.26123E-01    0.12224E+05    0.63844E+00
  4411    0.69380E+00    0.24027E-01   -0.26189E-01    0.12218E+05    0.63806E+00
  4412    0.69217E+00    0.24005E-01   -0.26257E-01    0.12211E+05    0.63768E+00
  4413    0.69055E+00    0.23983E-01   -0.26325E-01    0.12204E+05    0.63730E+00
  4414    0.68896E+00    0.23959E-01   -0.26394E-01    0.12198E+05    0.63691E+00
  4415    0.68737E+00    0.23935E-01   -0.26464E-01    0.12191E+05    0.63652E+00
  4416    0.68580E+00    0.23911E-01   -0.26535E-01    0.12184E+05    0.63612E+00
  4417    0.68422E+00    0.23886E-01   -0.26608E-01    0.12177E+05    0.63573E+00
  4418    0.68268E+00    0.23860E-01   -0.26681E-01    0.12171E+05    0.63533E+00
  4419    0.68113E+00    0.23833E-01   -0.26755E-01    0.12164E+05    0.63492E+00
  4420    0.67962E+00    0.23806E-01   -0.26830E-01    0.12157E+05    0.63451E+00
  4421    0.67811E+00    0.23779E-01   -0.26903E-01    0.12151E+05    0.63410E+00
  4422    0.67661E+00    0.23750E-01   -0.26979E-01    0.12144E+05    0.63369E+00
  4423    0.67513E+00    0.23721E-01   -0.27055E-01    0.12137E+05    0.63327E+00
  4424    0.67365E+00    0.23690E-01   -0.27132E-01    0.12131E+05    0.63285E+00
  4425    0.67219E+00    0.23660E-01   -0.27211E-01    0.12124E+05    0.63243E+00
  4426    0.67075E+00    0.23629E-01   -0.27289E-01    0.12118E+05    0.63200E+00
  4427    0.66930E+00    0.23596E-01   -0.27367E-01    0.12111E+05    0.63157E+00
  4428    0.66788E+00    0.23564E-01   -0.27444E-01    0.12104E+05    0.63114E+00
  4429    0.66647E+00    0.23530E-01   -0.27521E-01    0.12098E+05    0.63070E+00
  4430    0.66506E+00    0.23496E-01   -0.27601E-01    0.12091E+05    0.63026E+00
  4431    0.66367E+00    0.23461E-01   -0.27679E-01    0.12084E+05    0.62982E+00
  4432    0.66229E+00    0.23426E-01   -0.27756E-01    0.12078E+05    0.62937E+00
  4433    0.66092E+00    0.23389E-01   -0.27834E-01    0.12071E+05    0.62892E+00
  4434    0.65956E+00    0.23352E-01   -0.27911E-01    0.12065E+05    0.62847E+00
  4435    0.65822E+00    0.23314E-01   -0.27988E-01    0.12058E+05    0.62802E+00
  4436    0.65688E+00    0.23276E-01   -0.28065E-01    0.12051E+05    0.62756E+00
  4437    0.65556E+00    0.23237E-01   -0.28141E-01    0.12045E+05    0.62709E+00
  4438    0.65424E+00    0.23196E-01   -0.28216E-01    0.12038E+05    0.62663E+00
  4439    0.65293E+00    0.23156E-01   -0.28291E-01    0.12032E+05    0.62616E+00
  4440    0.65163E+00    0.23115E-01   -0.28365E-01    0.12025E+05    0.62569E+00
  4441    0.65035E+00    0.23072E-01   -0.28438E-01    0.12018E+05    0.62521E+00
  4442    0.64907E+00    0.23030E-01   -0.28510E-01    0.12012E+05    0.62474E+00
  4443    0.64778E+00    0.22986E-01   -0.28582E-01    0.12005E+05    0.62426E+00
  4444    0.64652E+00    0.22942E-01   -0.28651E-01    0.11999E+05    0.62377E+00
  4445    0.64529E+00    0.22896E-01   -0.28720E-01    0.11992E+05    0.62329E+00
  4446    0.64404E+00    0.22850E-01   -0.28788E-01    0.11986E+05    0.62280E+00
  4447    0.64281E+00    0.22803E-01   -0.28855E-01    0.11979E+05    0.62230E+00
  4448    0.64158E+00    0.22755E-01   -0.28921E-01    0.11973E+05    0.62181E+00
  4449    0.64037E+00    0.22707E-01   -0.28984E-01    0.11966E+05    0.62131E+00
  4450    0.63916E+00    0.22659E-01   -0.29046E-01    0.11959E+05    0.62080E+00
  4451    0.63795E+00    0.22608E-01   -0.29107E-01    0.11953E+05    0.62030E+00
  4452    0.63674E+00    0.22558E-01   -0.29166E-01    0.11946E+05    0.61979E+00
  4453    0.63555E+00    0.22506E-01   -0.29223E-01    0.11940E+05    0.61928E+00
  4454    0.63437E+00    0.22455E-01   -0.29278E-01    0.11933E+05    0.61877E+00
  4455    0.63321E+00    0.22402E-01   -0.29334E-01    0.11927E+05    0.61825E+00
  4456    0.63205E+00    0.22348E-01   -0.29386E-01    0.11920E+05    0.61773E+00
  4457    0.63088E+00    0.22294E-01   -0.29436E-01    0.11914E+05    0.61721E+00
  4458    0.62972E+00    0.22240E-01   -0.29484E-01    0.11907E+05    0.61668E+00
  4459    0.62858E+00    0.22185E-01   -0.29532E-01    0.11901E+05    0.61615E+00
  4460    0.62744E+00    0.22129E-01   -0.29577E-01    0.11894E+05    0.61562E+00
  4461    0.62631E+00    0.22072E-01   -0.29620E-01    0.11888E+05    0.61509E+00
  4462    0.62517E+00    0.22014E-01   -0.29661E-01    0.11881E+05    0.61455E+00
  4463    0.62404E+00    0.21956E-01   -0.29700E-01    0.11875E+05    0.61401E+00
  4464    0.62293E+00    0.21898E-01   -0.29738E-01    0.11869E+05    0.61347E+00
  4465    0.62181E+00    0.21837E-01   -0.29772E-01    0.11862E+05    0.61292E+00
  4466    0.62070E+00    0.21778E-01   -0.29805E-01    0.11856E+05    0.61238E+00
  4467    0.61960E+00    0.21716E-01   -0.29837E-01    0.11849E+05    0.61183E+00
  4468    0.61850E+00    0.21655E-01   -0.29865E-01    0.11843E+05    0.61127E+00
  4469    0.61740E+00    0.21593E-01   -0.29893E-01    0.11836E+05    0.61072E+00
  4470    0.61631E+00    0.21529E-01   -0.29918E-01    0.11830E+05    0.61016E+00
  4471    0.61522E+00    0.21466E-01   -0.29939E-01    0.11823E+05    0.60960E+00
