#    L    TT             EE             BB             TE             PP             TP             EP          
  4985    0.17244E+00    0.43820E-02    0.78159E-06   -0.43706E-02    0.19364E-09    0.24382E-07   -0.47677E-10
  4986    0.17205E+00    0.43750E-02    0.78063E-06   -0.43448E-02    0.19354E-09    0.24371E-07   -0.47049E-10
  4987    0.17167E+00    0.43682E-02    0.77968E-06   -0.43194E-02    0.19344E-09    0.24360E-07   -0.46420E-10
  4988    0.17131E+00    0.43616E-02    0.77874E-06   -0.42943E-02    0.19335E-09    0.24349E-07   -0.45790E-10
  4989    0.17092E+00    0.43550E-02    0.77779E-06   -0.42697E-02    0.19325E-09    0.24337E-07   -0.45159E-10
  4990    0.17054E+00    0.43485E-02    0.77684E-06   -0.42454E-02    0.19315E-09    0.24326E-07   -0.44528E-10
  4991    0.17017E+00    0.43423E-02    0.77589E-06   -0.42215E-02    0.19305E-09    0.24315E-07   -0.43898E-10
  4992    0.16979E+00    0.43362E-02    0.77495E-06   -0.41980E-02    0.19296E-09    0.24304E-07   -0.43267E-10
  4993    0.16941E+00    0.43303E-02    0.77400E-06   -0.41748E-02    0.19286E-09    0.24292E-07   -0.42638E-10
  4994    0.16903E+00    0.43243E-02    0.77306E-06   -0.41517E-02    0.19276E-09    0.24281E-07   -0.42010E-10
  4995    0.16866E+00    0.43186E-02    0.77212E-06   -0.41293E-02    0.19266E-09    0.24269E-07   -0.41383E-10
  4996    0.16828E+00    0.43131E-02    0.77118E-06   -0.41071E-02    0.19257E-09    0.24258E-07   -0.40758E-10
  4997    0.16793E+00    0.43076E-02    0.77024E-06   -0.40851E-02    0.19247E-09    0.24246E-07   -0.40135E-10
  4998    0.16754E+00    0.43022E-02    0.76930E-06   -0.40634E-02    0.19237E-09    0.24235E-07   -0.39515E-10
  4999    0.16716E+00    0.42969E-02    0.76836E-06   -0.40419E-02    0.19228E-09    0.24223E-07   -0.38898E-10
  5000    0.16678E+00    0.42920E-02    0.76742E-06   -0.40209E-02    0.19218E-09    0.24211E-07   -0.38283E-10
  5001    0.16641E+00    0.42869E-02    0.76648E-06   -0.40001E-02    0.19208E-09    0.24200E-07   -0.37673E-10
  5002    0.16602E+00    0.42821E-02    0.76554E-06   -0.39795E-02    0.19199E-09    0.24188E-07   -0.37066E-10
  5003    0.16566E+00    0.42774E-02    0.76461E-06   -0.39594E-02    0.19189E-09    0.24176E-07   -0.36462E-10
  5004    0.16528E+00    0.42727E-02    0.76367E-06   -0.39393E-02    0.19179E-09    0.24164E-07   -0.35862E-10
  5005    0.16490E+00    0.42682E-02    0.76274E-06   -0.39198E-02    0.19170E-09    0.24152E-07   -0.35266E-10
  5006    0.16454E+00    0.42637E-02    0.76181E-06   -0.39004E-02    0.19160E-09    0.24140E-07   -0.34673E-10
  5007    0.16417E+00    0.42593E-02    0.76088E-06   -0.38814E-02    0.19150E-09    0.24129E-07   -0.34083E-10
  5008    0.16379E+00    0.42553E-02    0.75994E-06   -0.38627E-02    0.19141E-09    0.24117E-07   -0.33497E-10
  5009    0.16342E+00    0.42511E-02    0.75901E-06   -0.38443E-02    0.19131E-09    0.24105E-07   -0.32914E-10
  5010    0.16305E+00    0.42471E-02    0.75809E-06   -0.38262E-02    0.19121E-09    0.24092E-07   -0.32335E-10
  5011    0.16267E+00    0.42432E-02    0.75716E-06   -0.38084E-02    0.19112E-09    0.24080E-07   -0.31760E-10
  5012    0.16230E+00    0.42394E-02    0.75623E-06   -0.37911E-02    0.19102E-09    0.24068E-07   -0.31187E-10
  5013    0.16193E+00    0.42358E-02    0.75530E-06   -0.37739E-02    0.19093E-09    0.24056E-07   -0.30619E-10
  5014    0.16156E+00    0.42323E-02    0.75438E-06   -0.37572E-02    0.19083E-09    0.24044E-07   -0.30053E-10
  5015    0.16119E+00    0.42287E-02    0.75345E-06   -0.37408E-02    0.19073E-09    0.24032E-07   -0.29491E-10
  5016    0.16081E+00    0.42253E-02    0.75253E-06   -0.37246E-02    0.19064E-09    0.24019E-07   -0.28933E-10
  5017    0.16045E+00    0.42219E-02    0.75161E-06   -0.37090E-02    0.19054E-09    0.24007E-07   -0.28378E-10
  5018    0.16008E+00    0.42187E-02    0.75068E-06   -0.36936E-02    0.19045E-09    0.23995E-07   -0.27826E-10
  5019    0.15971E+00    0.42155E-02    0.74976E-06   -0.36787E-02    0.19035E-09    0.23982E-07   -0.27278E-10
  5020    0.15934E+00    0.42124E-02    0.74884E-06   -0.36639E-02    0.19026E-09    0.23970E-07   -0.26733E-10
  5021    0.15897E+00    0.42094E-02    0.74792E-06   -0.36495E-02    0.19016E-09    0.23957E-07   -0.26191E-10
  5022    0.15862E+00    0.42065E-02    0.74700E-06   -0.36355E-02    0.19006E-09    0.23945E-07   -0.25653E-10
  5023    0.15825E+00    0.42035E-02    0.74609E-06   -0.36219E-02    0.18997E-09    0.23932E-07   -0.25118E-10
  5024    0.15789E+00    0.42007E-02    0.74517E-06   -0.36086E-02    0.18987E-09    0.23920E-07   -0.24587E-10
  5025    0.15753E+00    0.41981E-02    0.74425E-06   -0.35958E-02    0.18978E-09    0.23907E-07   -0.24058E-10
  5026    0.15716E+00    0.41954E-02    0.74334E-06   -0.35831E-02    0.18968E-09    0.23895E-07   -0.23534E-10
  5027    0.15680E+00    0.41928E-02    0.74243E-06   -0.35710E-02    0.18959E-09    0.23882E-07   -0.23012E-10
  5028    0.15644E+00    0.41904E-02    0.74151E-06   -0.35592E-02    0.18949E-09    0.23869E-07   -0.22494E-10
  5029    0.15608E+00    0.41878E-02    0.74060E-06   -0.35478E-02    0.18940E-09    0.23857E-07   -0.21979E-10
  5030    0.15572E+00    0.41854E-02    0.73969E-06   -0.35365E-02    0.18930E-09    0.23844E-07   -0.21467E-10
  5031    0.15537E+00    0.41832E-02    0.73878E-06   -0.35259E-02    0.18921E-09    0.23831E-07   -0.20958E-10
  5032    0.15501E+00    0.41808E-02    0.73787E-06   -0.35155E-02    0.18911E-09    0.23818E-07   -0.20453E-10
  5033    0.15465E+00    0.41785E-02    0.73696E-06   -0.35054E-02    0.18902E-09    0.23805E-07   -0.19951E-10
  5034    0.15430E+00    0.41764E-02    0.73605E-06   -0.34959E-02    0.18892E-09    0.23792E-07   -0.19452E-10
  5035    0.15394E+00    0.41742E-02    0.73514E-06   -0.34866E-02    0.18883E-09    0.23779E-07   -0.18957E-10
  5036    0.15359E+00    0.41721E-02    0.73424E-06   -0.34777E-02    0.18873E-09    0.23766E-07   -0.18465E-10
  5037    0.15323E+00    0.41700E-02    0.73333E-06   -0.34691E-02    0.18864E-09    0.23753E-07   -0.17976E-10
  5038    0.15289E+00    0.41680E-02    0.73243E-06   -0.34610E-02    0.18855E-09    0.23740E-07   -0.17490E-10
  5039    0.15254E+00    0.41660E-02    0.73153E-06   -0.34532E-02    0.18845E-09    0.23727E-07   -0.17007E-10
  5040    0.15219E+00    0.41640E-02    0.73062E-06   -0.34457E-02    0.18836E-09    0.23714E-07   -0.16528E-10
  5041    0.15184E+00    0.41621E-02    0.72972E-06   -0.34386E-02    0.18826E-09    0.23701E-07   -0.16051E-10
  5042    0.15149E+00    0.41602E-02    0.72882E-06   -0.34320E-02    0.18817E-09    0.23688E-07   -0.15578E-10
  5043    0.15114E+00    0.41583E-02    0.72792E-06   -0.34256E-02    0.18807E-09    0.23675E-07   -0.15108E-10
  5044    0.15081E+00    0.41565E-02    0.72702E-06   -0.34196E-02    0.18798E-09    0.23661E-07   -0.14641E-10
  5045    0.15046E+00    0.41547E-02    0.72612E-06   -0.34138E-02    0.18789E-09    0.23648E-07   -0.14178E-10
  5046    0.15011E+00    0.41530E-02    0.72523E-06   -0.34086E-02    0.18779E-09    0.23635E-07   -0.13717E-10
  5047    0.14978E+00    0.41512E-02    0.72433E-06   -0.34036E-02    0.18770E-09    0.23622E-07   -0.13260E-10
  5048    0.14942E+00    0.41494E-02    0.72343E-06   -0.33990E-02    0.18760E-09    0.23608E-07   -0.12805E-10
  5049    0.14909E+00    0.41476E-02    0.72254E-06   -0.33946E-02    0.18751E-09    0.23595E-07   -0.12354E-10
  5050    0.14875E+00    0.41459E-02    0.72165E-06   -0.33908E-02    0.18742E-09    0.23581E-07   -0.11906E-10
  5051    0.14842E+00    0.41441E-02    0.72075E-06   -0.33871E-02    0.18732E-09    0.23568E-07   -0.11461E-10
  5052    0.14808E+00    0.41423E-02    0.71986E-06   -0.33839E-02    0.18723E-09    0.23554E-07   -0.11019E-10
  5053    0.14774E+00    0.41407E-02    0.71897E-06   -0.33810E-02    0.18713E-09    0.23541E-07   -0.10580E-10
  5054    0.14740E+00    0.41390E-02    0.71808E-06   -0.33784E-02    0.18704E-09    0.23527E-07   -0.10144E-10
  5055    0.14708E+00    0.41372E-02    0.71719E-06   -0.33761E-02    0.18695E-09    0.23514E-07   -0.97111E-11
  5056    0.14673E+00    0.41355E-02    0.71630E-06   -0.33741E-02    0.18685E-09    0.23500E-07   -0.92812E-11
  5057    0.14642E+00    0.41338E-02    0.71542E-06   -0.33724E-02    0.18676E-09    0.23487E-07   -0.88544E-11
  5058    0.14609E+00    0.41321E-02    0.71453E-06   -0.33710E-02    0.18667E-09    0.23473E-07   -0.84306E-11
  5059    0.14576E+00    0.41303E-02    0.71364E-06   -0.33700E-02    0.18657E-09    0.23459E-07   -0.80098E-11
  5060    0.14543E+00    0.41285E-02    0.71276E-06   -0.33693E-02    0.18648E-09    0.23445E-07   -0.75920E-11
  5061    0.14511E+00    0.41268E-02    0.71187E-06   -0.33688E-02    0.18639E-09    0.23432E-07   -0.71772E-11
  5062    0.14479E+00    0.41250E-02    0.71099E-06   -0.33687E-02    0.18629E-09    0.23418E-07   -0.67654E-11
  5063    0.14446E+00    0.41233E-02    0.71011E-06   -0.33689E-02    0.18620E-09    0.23404E-07   -0.63565E-11
  5064    0.14415E+00    0.41215E-02    0.70923E-06   -0.33693E-02    0.18611E-09    0.23390E-07   -0.59506E-11
  5065    0.14383E+00    0.41196E-02    0.70835E-06   -0.33701E-02    0.18601E-09    0.23376E-07   -0.55476E-11
  5066    0.14351E+00    0.41178E-02    0.70747E-06   -0.33710E-02    0.18592E-09    0.23363E-07   -0.51476E-11
  5067    0.14319E+00    0.41159E-02    0.70659E-06   -0.33723E-02    0.18583E-09    0.23349E-07   -0.47505E-11
  5068    0.14288E+00    0.41140E-02    0.70571E-06   -0.33739E-02    0.18574E-09    0.23335E-07   -0.43563E-11
  5069    0.14255E+00    0.41120E-02    0.70483E-06   -0.33757E-02    0.18564E-09    0.23321E-07   -0.39650E-11
  5070    0.14225E+00    0.41100E-02    0.70396E-06   -0.33777E-02    0.18555E-09    0.23307E-07   -0.35766E-11
  5071    0.14195E+00    0.41080E-02    0.70308E-06   -0.33800E-02    0.18546E-09    0.23293E-07   -0.31911E-11
  5072    0.14163E+00    0.41060E-02    0.70221E-06   -0.33826E-02    0.18537E-09    0.23279E-07   -0.28085E-11
  5073    0.14132E+00    0.41039E-02    0.70133E-06   -0.33855E-02    0.18527E-09    0.23264E-07   -0.24288E-11
  5074    0.14102E+00    0.41017E-02    0.70046E-06   -0.33885E-02    0.18518E-09    0.23250E-07   -0.20519E-11
  5075    0.14072E+00    0.40996E-02    0.69959E-06   -0.33917E-02    0.18509E-09    0.23236E-07   -0.16778E-11
  5076    0.14043E+00    0.40973E-02    0.69872E-06   -0.33954E-02    0.18500E-09    0.23222E-07   -0.13067E-11
  5077    0.14012E+00    0.40951E-02    0.69785E-06   -0.33991E-02    0.18490E-09    0.23208E-07   -0.93831E-12
  5078    0.13981E+00    0.40928E-02    0.69698E-06   -0.34029E-02    0.18481E-09    0.23194E-07   -0.57278E-12
  5079    0.13952E+00    0.40903E-02    0.69611E-06   -0.34071E-02    0.18472E-09    0.23179E-07   -0.21006E-12
  5080    0.13923E+00    0.40879E-02    0.69524E-06   -0.34114E-02    0.18463E-09    0.23165E-07    0.14985E-12
  5081    0.13893E+00    0.40856E-02    0.69438E-06   -0.34160E-02    0.18454E-09    0.23151E-07    0.50697E-12
  5082    0.13863E+00    0.40830E-02    0.69351E-06   -0.34206E-02    0.18444E-09    0.23136E-07    0.86130E-12
  5083    0.13833E+00    0.40804E-02    0.69265E-06   -0.34256E-02    0.18435E-09    0.23122E-07    0.12129E-11
  5084    0.13805E+00    0.40778E-02    0.69178E-06   -0.34306E-02    0.18426E-09    0.23108E-07    0.15616E-11
  5085    0.13775E+00    0.40752E-02    0.69092E-06   -0.34359E-02    0.18417E-09    0.23093E-07    0.19077E-11
  5086    0.13746E+00    0.40724E-02    0.69006E-06   -0.34412E-02    0.18408E-09    0.23079E-07    0.22510E-11
  5087    0.13717E+00    0.40697E-02    0.68920E-06   -0.34469E-02    0.18398E-09    0.23064E-07    0.25915E-11
  5088    0.13689E+00    0.40668E-02    0.68834E-06   -0.34527E-02    0.18389E-09    0.23050E-07    0.29293E-11
  5089    0.13660E+00    0.40640E-02    0.68748E-06   -0.34585E-02    0.18380E-09    0.23035E-07    0.32644E-11
  5090    0.13633E+00    0.40610E-02    0.68662E-06   -0.34646E-02    0.18371E-09    0.23021E-07    0.35968E-11
  5091    0.13604E+00    0.40580E-02    0.68576E-06   -0.34707E-02    0.18362E-09    0.23006E-07    0.39265E-11
  5092    0.13576E+00    0.40548E-02    0.68490E-06   -0.34771E-02    0.18353E-09    0.22992E-07    0.42535E-11
  5093    0.13548E+00    0.40516E-02    0.68405E-06   -0.34834E-02    0.18344E-09    0.22977E-07    0.45778E-11
  5094    0.13520E+00    0.40483E-02    0.68319E-06   -0.34901E-02    0.18334E-09    0.22962E-07    0.48995E-11
  5095    0.13494E+00    0.40450E-02    0.68234E-06   -0.34967E-02    0.18325E-09    0.22948E-07    0.52184E-11
  5096    0.13466E+00    0.40416E-02    0.68148E-06   -0.35034E-02    0.18316E-09    0.22933E-07    0.55348E-11
  5097    0.13438E+00    0.40382E-02    0.68063E-06   -0.35102E-02    0.18307E-09    0.22918E-07    0.58484E-11
  5098    0.13412E+00    0.40345E-02    0.67978E-06   -0.35171E-02    0.18298E-09    0.22904E-07    0.61595E-11
  5099    0.13384E+00    0.40309E-02    0.67893E-06   -0.35242E-02    0.18289E-09    0.22889E-07    0.64679E-11
  5100    0.13357E+00    0.40272E-02    0.67808E-06   -0.35313E-02    0.18280E-09    0.22874E-07    0.67737E-11
  5101    0.13330E+00    0.40235E-02    0.67723E-06   -0.35384E-02    0.18271E-09    0.22859E-07    0.70769E-11
  5102    0.13305E+00    0.40196E-02    0.67638E-06   -0.35456E-02    0.18262E-09    0.22845E-07    0.73776E-11
  5103    0.13278E+00    0.40156E-02    0.67553E-06   -0.35529E-02    0.18253E-09    0.22830E-07    0.76756E-11
  5104    0.13251E+00    0.40116E-02    0.67469E-06   -0.35602E-02    0.18244E-09    0.22815E-07    0.79710E-11
  5105    0.13225E+00    0.40075E-02    0.67384E-06   -0.35676E-02    0.18234E-09    0.22800E-07    0.82639E-11
  5106    0.13199E+00    0.40033E-02    0.67300E-06   -0.35750E-02    0.18225E-09    0.22785E-07    0.85542E-11
  5107    0.13173E+00    0.39990E-02    0.67215E-06   -0.35823E-02    0.18216E-09    0.22770E-07    0.88420E-11
  5108    0.13147E+00    0.39946E-02    0.67131E-06   -0.35899E-02    0.18207E-09    0.22755E-07    0.91272E-11
  5109    0.13122E+00    0.39902E-02    0.67047E-06   -0.35973E-02    0.18198E-09    0.22740E-07    0.94099E-11
  5110    0.13096E+00    0.39857E-02    0.66962E-06   -0.36048E-02    0.18189E-09    0.22725E-07    0.96901E-11
  5111    0.13070E+00    0.39811E-02    0.66878E-06   -0.36123E-02    0.18180E-09    0.22710E-07    0.99678E-11
  5112    0.13044E+00    0.39765E-02    0.66794E-06   -0.36198E-02    0.18171E-09    0.22695E-07    0.10243E-10
  5113    0.13020E+00    0.39716E-02    0.66711E-06   -0.36273E-02    0.18162E-09    0.22680E-07    0.10516E-10
  5114    0.12994E+00    0.39667E-02    0.66627E-06   -0.36349E-02    0.18153E-09    0.22665E-07    0.10786E-10
  5115    0.12968E+00    0.39618E-02    0.66543E-06   -0.36422E-02    0.18144E-09    0.22650E-07    0.11054E-10
  5116    0.12943E+00    0.39567E-02    0.66459E-06   -0.36497E-02    0.18135E-09    0.22635E-07    0.11319E-10
  5117    0.12919E+00    0.39516E-02    0.66376E-06   -0.36571E-02    0.18126E-09    0.22620E-07    0.11582E-10
  5118    0.12894E+00    0.39464E-02    0.66292E-06   -0.36644E-02    0.18117E-09    0.22605E-07    0.11842E-10
  5119    0.12870E+00    0.39411E-02    0.66209E-06   -0.36717E-02    0.18108E-09    0.22589E-07    0.12100E-10
  5120    0.12846E+00    0.39357E-02    0.66126E-06   -0.36790E-02    0.18099E-09    0.22574E-07    0.12355E-10
  5121    0.12821E+00    0.39302E-02    0.66042E-06   -0.36861E-02    0.18090E-09    0.22559E-07    0.12609E-10
  5122    0.12798E+00    0.39246E-02    0.65959E-06   -0.36935E-02    0.18081E-09    0.22544E-07    0.12859E-10
  5123    0.12774E+00    0.39188E-02    0.65876E-06   -0.37004E-02    0.18072E-09    0.22529E-07    0.13107E-10
  5124    0.12749E+00    0.39132E-02    0.65793E-06   -0.37074E-02    0.18063E-09    0.22513E-07    0.13353E-10
  5125    0.12726E+00    0.39072E-02    0.65710E-06   -0.37144E-02    0.18054E-09    0.22498E-07    0.13597E-10
  5126    0.12702E+00    0.39012E-02    0.65628E-06   -0.37212E-02    0.18045E-09    0.22483E-07    0.13838E-10
  5127    0.12678E+00    0.38953E-02    0.65545E-06   -0.37279E-02    0.18036E-09    0.22467E-07    0.14077E-10
  5128    0.12654E+00    0.38891E-02    0.65462E-06   -0.37347E-02    0.18028E-09    0.22452E-07    0.14313E-10
  5129    0.12631E+00    0.38829E-02    0.65380E-06   -0.37411E-02    0.18019E-09    0.22437E-07    0.14547E-10
  5130    0.12607E+00    0.38766E-02    0.65297E-06   -0.37475E-02    0.18010E-09    0.22421E-07    0.14779E-10
  5131    0.12584E+00    0.38701E-02    0.65215E-06   -0.37539E-02    0.18001E-09    0.22406E-07    0.15009E-10
  5132    0.12560E+00    0.38637E-02    0.65133E-06   -0.37600E-02    0.17992E-09    0.22390E-07    0.15236E-10
  5133    0.12538E+00    0.38570E-02    0.65051E-06   -0.37661E-02    0.17983E-09    0.22375E-07    0.15461E-10
  5134    0.12515E+00    0.38504E-02    0.64969E-06   -0.37721E-02    0.17974E-09    0.22360E-07    0.15683E-10
  5135    0.12491E+00    0.38437E-02    0.64887E-06   -0.37779E-02    0.17965E-09    0.22344E-07    0.15903E-10
  5136    0.12468E+00    0.38367E-02    0.64805E-06   -0.37836E-02    0.17956E-09    0.22329E-07    0.16121E-10
  5137    0.12446E+00    0.38298E-02    0.64723E-06   -0.37891E-02    0.17947E-09    0.22313E-07    0.16337E-10
  5138    0.12423E+00    0.38228E-02    0.64641E-06   -0.37945E-02    0.17938E-09    0.22298E-07    0.16550E-10
  5139    0.12401E+00    0.38157E-02    0.64559E-06   -0.37996E-02    0.17930E-09    0.22282E-07    0.16762E-10
  5140    0.12379E+00    0.38084E-02    0.64478E-06   -0.38048E-02    0.17921E-09    0.22267E-07    0.16971E-10
  5141    0.12356E+00    0.38011E-02    0.64396E-06   -0.38097E-02    0.17912E-09    0.22251E-07    0.17177E-10
  5142    0.12333E+00    0.37937E-02    0.64315E-06   -0.38144E-02    0.17903E-09    0.22235E-07    0.17382E-10
  5143    0.12310E+00    0.37863E-02    0.64233E-06   -0.38190E-02    0.17894E-09    0.22220E-07    0.17584E-10
  5144    0.12289E+00    0.37786E-02    0.64152E-06   -0.38233E-02    0.17885E-09    0.22204E-07    0.17784E-10
  5145    0.12267E+00    0.37709E-02    0.64071E-06   -0.38275E-02    0.17876E-09    0.22189E-07    0.17982E-10
  5146    0.12244E+00    0.37632E-02    0.63990E-06   -0.38316E-02    0.17868E-09    0.22173E-07    0.18178E-10
  5147    0.12222E+00    0.37555E-02    0.63909E-06   -0.38354E-02    0.17859E-09    0.22157E-07    0.18372E-10
  5148    0.12201E+00    0.37475E-02    0.63828E-06   -0.38390E-02    0.17850E-09    0.22142E-07    0.18563E-10
  5149    0.12178E+00    0.37395E-02    0.63747E-06   -0.38425E-02    0.17841E-09    0.22126E-07    0.18752E-10
  5150    0.12156E+00    0.37314E-02    0.63666E-06   -0.38456E-02    0.17832E-09    0.22110E-07    0.18940E-10
  5151    0.12135E+00    0.37232E-02    0.63586E-06   -0.38488E-02    0.17824E-09    0.22094E-07    0.19125E-10
  5152    0.12113E+00    0.37149E-02    0.63505E-06   -0.38516E-02    0.17815E-09    0.22079E-07    0.19307E-10
  5153    0.12091E+00    0.37067E-02    0.63425E-06   -0.38542E-02    0.17806E-09    0.22063E-07    0.19488E-10
  5154    0.12071E+00    0.36982E-02    0.63344E-06   -0.38566E-02    0.17797E-09    0.22047E-07    0.19667E-10
  5155    0.12048E+00    0.36899E-02    0.63264E-06   -0.38588E-02    0.17788E-09    0.22031E-07    0.19843E-10
  5156    0.12027E+00    0.36811E-02    0.63184E-06   -0.38608E-02    0.17780E-09    0.22016E-07    0.20018E-10
  5157    0.12005E+00    0.36725E-02    0.63104E-06   -0.38625E-02    0.17771E-09    0.22000E-07    0.20190E-10
  5158    0.11983E+00    0.36639E-02    0.63024E-06   -0.38641E-02    0.17762E-09    0.21984E-07    0.20361E-10
  5159    0.11962E+00    0.36550E-02    0.62944E-06   -0.38653E-02    0.17753E-09    0.21968E-07    0.20529E-10
  5160    0.11940E+00    0.36462E-02    0.62864E-06   -0.38664E-02    0.17745E-09    0.21952E-07    0.20695E-10
  5161    0.11919E+00    0.36373E-02    0.62784E-06   -0.38671E-02    0.17736E-09    0.21937E-07    0.20859E-10
  5162    0.11898E+00    0.36282E-02    0.62704E-06   -0.38678E-02    0.17727E-09    0.21921E-07    0.21022E-10
  5163    0.11877E+00    0.36192E-02    0.62624E-06   -0.38682E-02    0.17718E-09    0.21905E-07    0.21182E-10
  5164    0.11855E+00    0.36099E-02    0.62545E-06   -0.38681E-02    0.17710E-09    0.21889E-07    0.21340E-10
  5165    0.11834E+00    0.36007E-02    0.62465E-06   -0.38681E-02    0.17701E-09    0.21873E-07    0.21496E-10
  5166    0.11813E+00    0.35915E-02    0.62386E-06   -0.38678E-02    0.17692E-09    0.21857E-07    0.21650E-10
  5167    0.11792E+00    0.35821E-02    0.62307E-06   -0.38671E-02    0.17683E-09    0.21841E-07    0.21803E-10
  5168    0.11771E+00    0.35728E-02    0.62227E-06   -0.38662E-02    0.17675E-09    0.21825E-07    0.21953E-10
  5169    0.11749E+00    0.35631E-02    0.62148E-06   -0.38650E-02    0.17666E-09    0.21809E-07    0.22101E-10
  5170    0.11728E+00    0.35536E-02    0.62069E-06   -0.38638E-02    0.17657E-09    0.21793E-07    0.22247E-10
  5171    0.11707E+00    0.35440E-02    0.61990E-06   -0.38621E-02    0.17649E-09    0.21777E-07    0.22392E-10
  5172    0.11686E+00    0.35342E-02    0.61911E-06   -0.38601E-02    0.17640E-09    0.21761E-07    0.22534E-10
  5173    0.11665E+00    0.35245E-02    0.61833E-06   -0.38579E-02    0.17631E-09    0.21745E-07    0.22675E-10
  5174    0.11644E+00    0.35146E-02    0.61754E-06   -0.38555E-02    0.17622E-09    0.21729E-07    0.22813E-10
  5175    0.11623E+00    0.35048E-02    0.61675E-06   -0.38528E-02    0.17614E-09    0.21713E-07    0.22950E-10
  5176    0.11602E+00    0.34948E-02    0.61597E-06   -0.38498E-02    0.17605E-09    0.21697E-07    0.23085E-10
  5177    0.11580E+00    0.34848E-02    0.61518E-06   -0.38467E-02    0.17596E-09    0.21681E-07    0.23218E-10
  5178    0.11560E+00    0.34747E-02    0.61440E-06   -0.38431E-02    0.17588E-09    0.21665E-07    0.23349E-10
  5179    0.11538E+00    0.34648E-02    0.61361E-06   -0.38394E-02    0.17579E-09    0.21649E-07    0.23478E-10
  5180    0.11518E+00    0.34545E-02    0.61283E-06   -0.38354E-02    0.17570E-09    0.21633E-07    0.23605E-10
  5181    0.11496E+00    0.34443E-02    0.61205E-06   -0.38311E-02    0.17562E-09    0.21617E-07    0.23731E-10
  5182    0.11475E+00    0.34340E-02    0.61127E-06   -0.38266E-02    0.17553E-09    0.21601E-07    0.23854E-10
  5183    0.11454E+00    0.34238E-02    0.61049E-06   -0.38219E-02    0.17545E-09    0.21585E-07    0.23976E-10
  5184    0.11433E+00    0.34134E-02    0.60971E-06   -0.38168E-02    0.17536E-09    0.21569E-07    0.24096E-10
  5185    0.11411E+00    0.34030E-02    0.60893E-06   -0.38114E-02    0.17527E-09    0.21553E-07    0.24214E-10
  5186    0.11391E+00    0.33925E-02    0.60816E-06   -0.38058E-02    0.17519E-09    0.21536E-07    0.24330E-10
  5187    0.11369E+00    0.33821E-02    0.60738E-06   -0.37999E-02    0.17510E-09    0.21520E-07    0.24445E-10
  5188    0.11349E+00    0.33715E-02    0.60660E-06   -0.37939E-02    0.17501E-09    0.21504E-07    0.24558E-10
  5189    0.11327E+00    0.33610E-02    0.60583E-06   -0.37875E-02    0.17493E-09    0.21488E-07    0.24669E-10
  5190    0.11306E+00    0.33503E-02    0.60505E-06   -0.37809E-02    0.17484E-09    0.21472E-07    0.24778E-10
  5191    0.11285E+00    0.33397E-02    0.60428E-06   -0.37739E-02    0.17476E-09    0.21456E-07    0.24886E-10
  5192    0.11263E+00    0.33289E-02    0.60351E-06   -0.37667E-02    0.17467E-09    0.21440E-07    0.24991E-10
  5193    0.11242E+00    0.33183E-02    0.60274E-06   -0.37592E-02    0.17458E-09    0.21423E-07    0.25095E-10
  5194    0.11221E+00    0.33074E-02    0.60197E-06   -0.37516E-02    0.17450E-09    0.21407E-07    0.25198E-10
  5195    0.11199E+00    0.32966E-02    0.60120E-06   -0.37436E-02    0.17441E-09    0.21391E-07    0.25298E-10
  5196    0.11179E+00    0.32858E-02    0.60043E-06   -0.37354E-02    0.17433E-09    0.21375E-07    0.25397E-10
  5197    0.11158E+00    0.32750E-02    0.59966E-06   -0.37269E-02    0.17424E-09    0.21359E-07    0.25494E-10
  5198    0.11136E+00    0.32641E-02    0.59889E-06   -0.37182E-02    0.17416E-09    0.21342E-07    0.25590E-10
  5199    0.11115E+00    0.32532E-02    0.59813E-06   -0.37092E-02    0.17407E-09    0.21326E-07    0.25684E-10
  5200    0.11093E+00    0.32423E-02    0.59736E-06   -0.37000E-02    0.17399E-09    0.21310E-07    0.25776E-10
  5201    0.11073E+00    0.32312E-02    0.59659E-06   -0.36904E-02    0.17390E-09    0.21294E-07    0.25866E-10
  5202    0.11051E+00    0.32203E-02    0.59583E-06   -0.36808E-02    0.17381E-09    0.21277E-07    0.25955E-10
  5203    0.11029E+00    0.32092E-02    0.59507E-06   -0.36707E-02    0.17373E-09    0.21261E-07    0.26042E-10
  5204    0.11008E+00    0.31982E-02    0.59430E-06   -0.36604E-02    0.17364E-09    0.21245E-07    0.26128E-10
  5205    0.10987E+00    0.31873E-02    0.59354E-06   -0.36500E-02    0.17356E-09    0.21229E-07    0.26212E-10
  5206    0.10965E+00    0.31761E-02    0.59278E-06   -0.36392E-02    0.17347E-09    0.21212E-07    0.26294E-10
  5207    0.10944E+00    0.31651E-02    0.59202E-06   -0.36281E-02    0.17339E-09    0.21196E-07    0.26375E-10
  5208    0.10922E+00    0.31539E-02    0.59126E-06   -0.36169E-02    0.17330E-09    0.21180E-07    0.26454E-10
  5209    0.10899E+00    0.31428E-02    0.59050E-06   -0.36056E-02    0.17322E-09    0.21164E-07    0.26532E-10
  5210    0.10878E+00    0.31317E-02    0.58975E-06   -0.35939E-02    0.17313E-09    0.21147E-07    0.26608E-10
  5211    0.10856E+00    0.31205E-02    0.58899E-06   -0.35819E-02    0.17305E-09    0.21131E-07    0.26682E-10
