#    L    TT             EE             BB             TE          
   375    0.18743E+04    0.20379E+02    0.12742E-02    0.41676E+02
   376    0.18607E+04    0.20439E+02    0.12757E-02    0.39776E+02
   377    0.18476E+04    0.20496E+02    0.12774E-02    0.37871E+02
   378    0.18348E+04    0.20548E+02    0.12792E-02    0.35958E+02
   379    0.18225E+04    0.20598E+02    0.12810E-02    0.34040E+02
   380    0.18107E+04    0.20644E+02    0.12829E-02    0.32117E+02
   381    0.17993E+04    0.20684E+02    0.12849E-02    0.30191E+02
   382    0.17882E+04    0.20722E+02    0.12868E-02    0.28263E+02
   383    0.17777E+04    0.20755E+02    0.12888E-02    0.26332E+02
   384    0.17677E+04    0.20784E+02    0.12908E-02    0.24400E+02
   385    0.17581E+04    0.20811E+02    0.12928E-02    0.22468E+02
   386    0.17489E+04    0.20833E+02    0.12948E-02    0.20536E+02
   387    0.17401E+04    0.20851E+02    0.12967E-02    0.18605E+02
   388    0.17318E+04    0.20865E+02    0.12986E-02    0.16677E+02
   389    0.17239E+04    0.20873E+02    0.13004E-02    0.14751E+02
   390    0.17165E+04    0.20881E+02    0.13021E-02    0.12831E+02
   391    0.17096E+04    0.20883E+02    0.13037E-02    0.10913E+02
   392    0.17030E+04    0.20883E+02    0.13052E-02    0.90023E+01
   393    0.16969E+04    0.20878E+02    0.13066E-02    0.70969E+01
