#    L    TT             EE             BB             TE             PP             TP             EP          
  6112    0.33493E-01    0.21387E-03    0.44995E-07    0.20527E-03    0.11359E-09    0.12189E-07    0.17344E-10
  6113    0.33587E-01    0.21338E-03    0.44938E-07    0.20641E-03    0.11354E-09    0.12183E-07    0.17339E-10
  6114    0.33682E-01    0.21289E-03    0.44880E-07    0.20754E-03    0.11349E-09    0.12177E-07    0.17334E-10
  6115    0.33777E-01    0.21240E-03    0.44823E-07    0.20866E-03    0.11344E-09    0.12171E-07    0.17328E-10
  6116    0.33872E-01    0.21192E-03    0.44766E-07    0.20978E-03    0.11339E-09    0.12165E-07    0.17323E-10
  6117    0.33967E-01    0.21143E-03    0.44709E-07    0.21090E-03    0.11333E-09    0.12159E-07    0.17317E-10
  6118    0.34062E-01    0.21094E-03    0.44652E-07    0.21200E-03    0.11328E-09    0.12153E-07    0.17312E-10
  6119    0.34158E-01    0.21046E-03    0.44595E-07    0.21311E-03    0.11323E-09    0.12147E-07    0.17306E-10
  6120    0.34254E-01    0.20997E-03    0.44538E-07    0.21420E-03    0.11318E-09    0.12142E-07    0.17301E-10
  6121    0.34351E-01    0.20949E-03    0.44481E-07    0.21530E-03    0.11313E-09    0.12136E-07    0.17295E-10
  6122    0.34447E-01    0.20901E-03    0.44424E-07    0.21638E-03    0.11308E-09    0.12130E-07    0.17290E-10
  6123    0.34544E-01    0.20853E-03    0.44368E-07    0.21746E-03    0.11303E-09    0.12124E-07    0.17284E-10
  6124    0.34642E-01    0.20804E-03    0.44311E-07    0.21854E-03    0.11298E-09    0.12118E-07    0.17278E-10
  6125    0.34739E-01    0.20756E-03    0.44255E-07    0.21961E-03    0.11293E-09    0.12112E-07    0.17272E-10
  6126    0.34837E-01    0.20708E-03    0.44198E-07    0.22068E-03    0.11288E-09    0.12106E-07    0.17266E-10
  6127    0.34935E-01    0.20661E-03    0.44142E-07    0.22174E-03    0.11283E-09    0.12100E-07    0.17260E-10
  6128    0.35033E-01    0.20613E-03    0.44086E-07    0.22279E-03    0.11278E-09    0.12094E-07    0.17255E-10
  6129    0.35132E-01    0.20565E-03    0.44030E-07    0.22384E-03    0.11273E-09    0.12088E-07    0.17248E-10
  6130    0.35231E-01    0.20518E-03    0.43974E-07    0.22489E-03    0.11268E-09    0.12082E-07    0.17242E-10
  6131    0.35330E-01    0.20470E-03    0.43918E-07    0.22593E-03    0.11263E-09    0.12076E-07    0.17236E-10
  6132    0.35429E-01    0.20423E-03    0.43862E-07    0.22696E-03    0.11258E-09    0.12070E-07    0.17230E-10
  6133    0.35529E-01    0.20375E-03    0.43806E-07    0.22799E-03    0.11253E-09    0.12064E-07    0.17224E-10
  6134    0.35629E-01    0.20328E-03    0.43751E-07    0.22901E-03    0.11248E-09    0.12058E-07    0.17218E-10
  6135    0.35729E-01    0.20281E-03    0.43695E-07    0.23003E-03    0.11243E-09    0.12052E-07    0.17211E-10
  6136    0.35829E-01    0.20234E-03    0.43640E-07    0.23104E-03    0.11238E-09    0.12046E-07    0.17205E-10
  6137    0.35930E-01    0.20187E-03    0.43584E-07    0.23205E-03    0.11233E-09    0.12040E-07    0.17199E-10
  6138    0.36031E-01    0.20140E-03    0.43529E-07    0.23305E-03    0.11227E-09    0.12034E-07    0.17192E-10
  6139    0.36132E-01    0.20093E-03    0.43473E-07    0.23405E-03    0.11222E-09    0.12029E-07    0.17186E-10
  6140    0.36233E-01    0.20046E-03    0.43418E-07    0.23504E-03    0.11217E-09    0.12023E-07    0.17179E-10
  6141    0.36335E-01    0.19999E-03    0.43363E-07    0.23603E-03    0.11212E-09    0.12017E-07    0.17172E-10
  6142    0.36437E-01    0.19953E-03    0.43308E-07    0.23701E-03    0.11207E-09    0.12011E-07    0.17166E-10
  6143    0.36539E-01    0.19906E-03    0.43253E-07    0.23798E-03    0.11202E-09    0.12005E-07    0.17159E-10
  6144    0.36642E-01    0.19860E-03    0.43198E-07    0.23895E-03    0.11197E-09    0.11999E-07    0.17152E-10
  6145    0.36744E-01    0.19813E-03    0.43144E-07    0.23992E-03    0.11192E-09    0.11993E-07    0.17145E-10
  6146    0.36847E-01    0.19767E-03    0.43089E-07    0.24088E-03    0.11187E-09    0.11987E-07    0.17139E-10
  6147    0.36951E-01    0.19721E-03    0.43034E-07    0.24184E-03    0.11182E-09    0.11981E-07    0.17132E-10
  6148    0.37054E-01    0.19674E-03    0.42980E-07    0.24279E-03    0.11177E-09    0.11975E-07    0.17125E-10
  6149    0.37158E-01    0.19628E-03    0.42925E-07    0.24373E-03    0.11172E-09    0.11969E-07    0.17118E-10
  6150    0.37262E-01    0.19582E-03    0.42871E-07    0.24467E-03    0.11167E-09    0.11963E-07    0.17111E-10
  6151    0.37366E-01    0.19536E-03    0.42817E-07    0.24561E-03    0.11162E-09    0.11957E-07    0.17104E-10
  6152    0.37471E-01    0.19491E-03    0.42762E-07    0.24654E-03    0.11157E-09    0.11951E-07    0.17097E-10
  6153    0.37575E-01    0.19445E-03    0.42708E-07    0.24746E-03    0.11153E-09    0.11945E-07    0.17089E-10
  6154    0.37680E-01    0.19399E-03    0.42654E-07    0.24838E-03    0.11148E-09    0.11940E-07    0.17082E-10
  6155    0.37786E-01    0.19354E-03    0.42600E-07    0.24930E-03    0.11143E-09    0.11934E-07    0.17075E-10
  6156    0.37891E-01    0.19308E-03    0.42546E-07    0.25021E-03    0.11138E-09    0.11928E-07    0.17068E-10
  6157    0.37997E-01    0.19263E-03    0.42493E-07    0.25111E-03    0.11133E-09    0.11922E-07    0.17060E-10
  6158    0.38103E-01    0.19217E-03    0.42439E-07    0.25201E-03    0.11128E-09    0.11916E-07    0.17053E-10
  6159    0.38209E-01    0.19172E-03    0.42385E-07    0.25290E-03    0.11123E-09    0.11910E-07    0.17045E-10
  6160    0.38315E-01    0.19127E-03    0.42332E-07    0.25379E-03    0.11118E-09    0.11904E-07    0.17038E-10
  6161    0.38422E-01    0.19082E-03    0.42278E-07    0.25468E-03    0.11113E-09    0.11898E-07    0.17030E-10
  6162    0.38529E-01    0.19037E-03    0.42225E-07    0.25556E-03    0.11108E-09    0.11892E-07    0.17023E-10
  6163    0.38636E-01    0.18992E-03    0.42171E-07    0.25643E-03    0.11103E-09    0.11886E-07    0.17015E-10
  6164    0.38744E-01    0.18947E-03    0.42118E-07    0.25730E-03    0.11098E-09    0.11880E-07    0.17007E-10
  6165    0.38851E-01    0.18902E-03    0.42065E-07    0.25816E-03    0.11093E-09    0.11874E-07    0.17000E-10
  6166    0.38959E-01    0.18857E-03    0.42012E-07    0.25902E-03    0.11088E-09    0.11869E-07    0.16992E-10
  6167    0.39067E-01    0.18813E-03    0.41959E-07    0.25988E-03    0.11083E-09    0.11863E-07    0.16984E-10
  6168    0.39176E-01    0.18768E-03    0.41906E-07    0.26073E-03    0.11078E-09    0.11857E-07    0.16976E-10
  6169    0.39284E-01    0.18724E-03    0.41853E-07    0.26157E-03    0.11073E-09    0.11851E-07    0.16968E-10
  6170    0.39393E-01    0.18679E-03    0.41800E-07    0.26241E-03    0.11068E-09    0.11845E-07    0.16960E-10
  6171    0.39502E-01    0.18635E-03    0.41748E-07    0.26324E-03    0.11063E-09    0.11839E-07    0.16952E-10
  6172    0.39611E-01    0.18591E-03    0.41695E-07    0.26407E-03    0.11058E-09    0.11833E-07    0.16944E-10
  6173    0.39721E-01    0.18546E-03    0.41643E-07    0.26490E-03    0.11053E-09    0.11827E-07    0.16936E-10
  6174    0.39831E-01    0.18502E-03    0.41590E-07    0.26572E-03    0.11049E-09    0.11821E-07    0.16928E-10
  6175    0.39941E-01    0.18458E-03    0.41538E-07    0.26653E-03    0.11044E-09    0.11815E-07    0.16920E-10
  6176    0.40051E-01    0.18414E-03    0.41485E-07    0.26734E-03    0.11039E-09    0.11809E-07    0.16911E-10
  6177    0.40161E-01    0.18371E-03    0.41433E-07    0.26815E-03    0.11034E-09    0.11804E-07    0.16903E-10
  6178    0.40272E-01    0.18327E-03    0.41381E-07    0.26895E-03    0.11029E-09    0.11798E-07    0.16895E-10
  6179    0.40383E-01    0.18283E-03    0.41329E-07    0.26974E-03    0.11024E-09    0.11792E-07    0.16886E-10
  6180    0.40494E-01    0.18239E-03    0.41277E-07    0.27053E-03    0.11019E-09    0.11786E-07    0.16878E-10
  6181    0.40605E-01    0.18196E-03    0.41225E-07    0.27132E-03    0.11014E-09    0.11780E-07    0.16869E-10
  6182    0.40717E-01    0.18152E-03    0.41173E-07    0.27210E-03    0.11009E-09    0.11774E-07    0.16861E-10
  6183    0.40829E-01    0.18109E-03    0.41122E-07    0.27287E-03    0.11004E-09    0.11768E-07    0.16852E-10
  6184    0.40941E-01    0.18066E-03    0.41070E-07    0.27365E-03    0.10999E-09    0.11762E-07    0.16844E-10
  6185    0.41053E-01    0.18022E-03    0.41018E-07    0.27441E-03    0.10995E-09    0.11756E-07    0.16835E-10
  6186    0.41165E-01    0.17979E-03    0.40967E-07    0.27517E-03    0.10990E-09    0.11750E-07    0.16826E-10
  6187    0.41278E-01    0.17936E-03    0.40915E-07    0.27593E-03    0.10985E-09    0.11745E-07    0.16818E-10
  6188    0.41391E-01    0.17893E-03    0.40864E-07    0.27668E-03    0.10980E-09    0.11739E-07    0.16809E-10
  6189    0.41504E-01    0.17850E-03    0.40813E-07    0.27743E-03    0.10975E-09    0.11733E-07    0.16800E-10
  6190    0.41617E-01    0.17807E-03    0.40762E-07    0.27817E-03    0.10970E-09    0.11727E-07    0.16791E-10
  6191    0.41731E-01    0.17765E-03    0.40711E-07    0.27891E-03    0.10965E-09    0.11721E-07    0.16782E-10
  6192    0.41844E-01    0.17722E-03    0.40659E-07    0.27964E-03    0.10960E-09    0.11715E-07    0.16773E-10
  6193    0.41958E-01    0.17679E-03    0.40609E-07    0.28037E-03    0.10955E-09    0.11709E-07    0.16764E-10
  6194    0.42073E-01    0.17637E-03    0.40558E-07    0.28109E-03    0.10951E-09    0.11703E-07    0.16755E-10
  6195    0.42187E-01    0.17594E-03    0.40507E-07    0.28181E-03    0.10946E-09    0.11698E-07    0.16746E-10
  6196    0.42302E-01    0.17552E-03    0.40456E-07    0.28252E-03    0.10941E-09    0.11692E-07    0.16737E-10
  6197    0.42416E-01    0.17509E-03    0.40405E-07    0.28323E-03    0.10936E-09    0.11686E-07    0.16728E-10
  6198    0.42531E-01    0.17467E-03    0.40355E-07    0.28393E-03    0.10931E-09    0.11680E-07    0.16719E-10
  6199    0.42647E-01    0.17425E-03    0.40304E-07    0.28463E-03    0.10926E-09    0.11674E-07    0.16710E-10
  6200    0.42762E-01    0.17383E-03    0.40254E-07    0.28533E-03    0.10921E-09    0.11668E-07    0.16700E-10
  6201    0.42878E-01    0.17341E-03    0.40204E-07    0.28602E-03    0.10917E-09    0.11662E-07    0.16691E-10
  6202    0.42993E-01    0.17299E-03    0.40153E-07    0.28670E-03    0.10912E-09    0.11656E-07    0.16682E-10
  6203    0.43110E-01    0.17257E-03    0.40103E-07    0.28738E-03    0.10907E-09    0.11651E-07    0.16672E-10
  6204    0.43226E-01    0.17215E-03    0.40053E-07    0.28806E-03    0.10902E-09    0.11645E-07    0.16663E-10
  6205    0.43342E-01    0.17174E-03    0.40003E-07    0.28873E-03    0.10897E-09    0.11639E-07    0.16653E-10
  6206    0.43459E-01    0.17132E-03    0.39953E-07    0.28939E-03    0.10892E-09    0.11633E-07    0.16644E-10
  6207    0.43576E-01    0.17090E-03    0.39903E-07    0.29006E-03    0.10887E-09    0.11627E-07    0.16634E-10
  6208    0.43693E-01    0.17049E-03    0.39853E-07    0.29071E-03    0.10883E-09    0.11621E-07    0.16624E-10
  6209    0.43810E-01    0.17007E-03    0.39804E-07    0.29137E-03    0.10878E-09    0.11615E-07    0.16615E-10
  6210    0.43928E-01    0.16966E-03    0.39754E-07    0.29201E-03    0.10873E-09    0.11609E-07    0.16605E-10
  6211    0.44045E-01    0.16925E-03    0.39704E-07    0.29266E-03    0.10868E-09    0.11604E-07    0.16595E-10
  6212    0.44163E-01    0.16884E-03    0.39655E-07    0.29330E-03    0.10863E-09    0.11598E-07    0.16586E-10
  6213    0.44281E-01    0.16842E-03    0.39606E-07    0.29393E-03    0.10858E-09    0.11592E-07    0.16576E-10
  6214    0.44399E-01    0.16801E-03    0.39556E-07    0.29456E-03    0.10854E-09    0.11586E-07    0.16566E-10
  6215    0.44518E-01    0.16760E-03    0.39507E-07    0.29518E-03    0.10849E-09    0.11580E-07    0.16556E-10
  6216    0.44636E-01    0.16720E-03    0.39458E-07    0.29580E-03    0.10844E-09    0.11574E-07    0.16546E-10
  6217    0.44755E-01    0.16679E-03    0.39409E-07    0.29642E-03    0.10839E-09    0.11568E-07    0.16536E-10
  6218    0.44874E-01    0.16638E-03    0.39360E-07    0.29703E-03    0.10834E-09    0.11563E-07    0.16526E-10
  6219    0.44994E-01    0.16597E-03    0.39311E-07    0.29764E-03    0.10830E-09    0.11557E-07    0.16516E-10
  6220    0.45113E-01    0.16557E-03    0.39262E-07    0.29824E-03    0.10825E-09    0.11551E-07    0.16506E-10
  6221    0.45233E-01    0.16516E-03    0.39213E-07    0.29884E-03    0.10820E-09    0.11545E-07    0.16496E-10
  6222    0.45352E-01    0.16476E-03    0.39164E-07    0.29943E-03    0.10815E-09    0.11539E-07    0.16485E-10
  6223    0.45472E-01    0.16435E-03    0.39115E-07    0.30002E-03    0.10810E-09    0.11533E-07    0.16475E-10
  6224    0.45592E-01    0.16395E-03    0.39067E-07    0.30060E-03    0.10806E-09    0.11527E-07    0.16465E-10
  6225    0.45713E-01    0.16355E-03    0.39018E-07    0.30118E-03    0.10801E-09    0.11522E-07    0.16454E-10
  6226    0.45833E-01    0.16315E-03    0.38970E-07    0.30176E-03    0.10796E-09    0.11516E-07    0.16444E-10
  6227    0.45954E-01    0.16275E-03    0.38922E-07    0.30233E-03    0.10791E-09    0.11510E-07    0.16434E-10
  6228    0.46075E-01    0.16235E-03    0.38873E-07    0.30289E-03    0.10786E-09    0.11504E-07    0.16423E-10
  6229    0.46196E-01    0.16195E-03    0.38825E-07    0.30346E-03    0.10782E-09    0.11498E-07    0.16413E-10
  6230    0.46317E-01    0.16155E-03    0.38777E-07    0.30401E-03    0.10777E-09    0.11492E-07    0.16402E-10
  6231    0.46439E-01    0.16115E-03    0.38729E-07    0.30457E-03    0.10772E-09    0.11487E-07    0.16392E-10
  6232    0.46560E-01    0.16075E-03    0.38681E-07    0.30511E-03    0.10767E-09    0.11481E-07    0.16381E-10
  6233    0.46682E-01    0.16036E-03    0.38633E-07    0.30566E-03    0.10762E-09    0.11475E-07    0.16370E-10
  6234    0.46804E-01    0.15996E-03    0.38585E-07    0.30620E-03    0.10758E-09    0.11469E-07    0.16360E-10
  6235    0.46926E-01    0.15957E-03    0.38537E-07    0.30673E-03    0.10753E-09    0.11463E-07    0.16349E-10
  6236    0.47049E-01    0.15917E-03    0.38490E-07    0.30726E-03    0.10748E-09    0.11457E-07    0.16338E-10
  6237    0.47171E-01    0.15878E-03    0.38442E-07    0.30779E-03    0.10743E-09    0.11452E-07    0.16328E-10
  6238    0.47294E-01    0.15839E-03    0.38394E-07    0.30831E-03    0.10739E-09    0.11446E-07    0.16317E-10
  6239    0.47417E-01    0.15799E-03    0.38347E-07    0.30883E-03    0.10734E-09    0.11440E-07    0.16306E-10
  6240    0.47540E-01    0.15760E-03    0.38299E-07    0.30934E-03    0.10729E-09    0.11434E-07    0.16295E-10
  6241    0.47663E-01    0.15721E-03    0.38252E-07    0.30985E-03    0.10724E-09    0.11428E-07    0.16284E-10
  6242    0.47787E-01    0.15682E-03    0.38205E-07    0.31035E-03    0.10720E-09    0.11422E-07    0.16273E-10
  6243    0.47910E-01    0.15643E-03    0.38158E-07    0.31085E-03    0.10715E-09    0.11417E-07    0.16262E-10
  6244    0.48034E-01    0.15604E-03    0.38111E-07    0.31135E-03    0.10710E-09    0.11411E-07    0.16251E-10
  6245    0.48158E-01    0.15566E-03    0.38064E-07    0.31184E-03    0.10705E-09    0.11405E-07    0.16240E-10
  6246    0.48282E-01    0.15527E-03    0.38017E-07    0.31233E-03    0.10701E-09    0.11399E-07    0.16229E-10
  6247    0.48406E-01    0.15488E-03    0.37970E-07    0.31281E-03    0.10696E-09    0.11393E-07    0.16218E-10
  6248    0.48531E-01    0.15450E-03    0.37923E-07    0.31329E-03    0.10691E-09    0.11388E-07    0.16206E-10
  6249    0.48655E-01    0.15411E-03    0.37876E-07    0.31376E-03    0.10686E-09    0.11382E-07    0.16195E-10
  6250    0.48780E-01    0.15373E-03    0.37829E-07    0.31423E-03    0.10682E-09    0.11376E-07    0.16184E-10
  6251    0.48905E-01    0.15335E-03    0.37783E-07    0.31470E-03    0.10677E-09    0.11370E-07    0.16172E-10
  6252    0.49030E-01    0.15296E-03    0.37736E-07    0.31516E-03    0.10672E-09    0.11364E-07    0.16161E-10
  6253    0.49155E-01    0.15258E-03    0.37690E-07    0.31562E-03    0.10667E-09    0.11358E-07    0.16150E-10
  6254    0.49281E-01    0.15220E-03    0.37643E-07    0.31607E-03    0.10663E-09    0.11353E-07    0.16138E-10
  6255    0.49406E-01    0.15182E-03    0.37597E-07    0.31652E-03    0.10658E-09    0.11347E-07    0.16127E-10
  6256    0.49532E-01    0.15144E-03    0.37551E-07    0.31696E-03    0.10653E-09    0.11341E-07    0.16115E-10
  6257    0.49658E-01    0.15106E-03    0.37505E-07    0.31740E-03    0.10649E-09    0.11335E-07    0.16104E-10
  6258    0.49784E-01    0.15068E-03    0.37459E-07    0.31784E-03    0.10644E-09    0.11329E-07    0.16092E-10
  6259    0.49910E-01    0.15030E-03    0.37413E-07    0.31827E-03    0.10639E-09    0.11324E-07    0.16081E-10
  6260    0.50036E-01    0.14993E-03    0.37367E-07    0.31870E-03    0.10634E-09    0.11318E-07    0.16069E-10
  6261    0.50163E-01    0.14955E-03    0.37321E-07    0.31912E-03    0.10630E-09    0.11312E-07    0.16057E-10
  6262    0.50290E-01    0.14917E-03    0.37275E-07    0.31954E-03    0.10625E-09    0.11306E-07    0.16045E-10
  6263    0.50417E-01    0.14880E-03    0.37229E-07    0.31996E-03    0.10620E-09    0.11300E-07    0.16034E-10
  6264    0.50544E-01    0.14843E-03    0.37184E-07    0.32037E-03    0.10616E-09    0.11295E-07    0.16022E-10
  6265    0.50671E-01    0.14805E-03    0.37138E-07    0.32077E-03    0.10611E-09    0.11289E-07    0.16010E-10
  6266    0.50798E-01    0.14768E-03    0.37092E-07    0.32118E-03    0.10606E-09    0.11283E-07    0.15998E-10
  6267    0.50925E-01    0.14731E-03    0.37047E-07    0.32157E-03    0.10602E-09    0.11277E-07    0.15986E-10
  6268    0.51053E-01    0.14694E-03    0.37002E-07    0.32197E-03    0.10597E-09    0.11271E-07    0.15974E-10
  6269    0.51181E-01    0.14657E-03    0.36956E-07    0.32236E-03    0.10592E-09    0.11266E-07    0.15962E-10
  6270    0.51309E-01    0.14620E-03    0.36911E-07    0.32275E-03    0.10587E-09    0.11260E-07    0.15950E-10
  6271    0.51437E-01    0.14583E-03    0.36866E-07    0.32313E-03    0.10583E-09    0.11254E-07    0.15938E-10
  6272    0.51565E-01    0.14546E-03    0.36821E-07    0.32350E-03    0.10578E-09    0.11248E-07    0.15926E-10
  6273    0.51693E-01    0.14509E-03    0.36776E-07    0.32388E-03    0.10573E-09    0.11243E-07    0.15914E-10
  6274    0.51822E-01    0.14472E-03    0.36731E-07    0.32425E-03    0.10569E-09    0.11237E-07    0.15902E-10
  6275    0.51950E-01    0.14436E-03    0.36686E-07    0.32461E-03    0.10564E-09    0.11231E-07    0.15890E-10
  6276    0.52079E-01    0.14399E-03    0.36641E-07    0.32497E-03    0.10559E-09    0.11225E-07    0.15878E-10
  6277    0.52208E-01    0.14363E-03    0.36596E-07    0.32533E-03    0.10555E-09    0.11219E-07    0.15865E-10
  6278    0.52337E-01    0.14326E-03    0.36552E-07    0.32569E-03    0.10550E-09    0.11214E-07    0.15853E-10
  6279    0.52466E-01    0.14290E-03    0.36507E-07    0.32603E-03    0.10545E-09    0.11208E-07    0.15841E-10
  6280    0.52596E-01    0.14254E-03    0.36462E-07    0.32638E-03    0.10541E-09    0.11202E-07    0.15828E-10
  6281    0.52725E-01    0.14217E-03    0.36418E-07    0.32672E-03    0.10536E-09    0.11196E-07    0.15816E-10
  6282    0.52855E-01    0.14181E-03    0.36374E-07    0.32706E-03    0.10531E-09    0.11191E-07    0.15803E-10
  6283    0.52984E-01    0.14145E-03    0.36329E-07    0.32739E-03    0.10527E-09    0.11185E-07    0.15791E-10
  6284    0.53114E-01    0.14109E-03    0.36285E-07    0.32772E-03    0.10522E-09    0.11179E-07    0.15778E-10
  6285    0.53244E-01    0.14073E-03    0.36241E-07    0.32805E-03    0.10518E-09    0.11173E-07    0.15766E-10
  6286    0.53375E-01    0.14037E-03    0.36197E-07    0.32837E-03    0.10513E-09    0.11167E-07    0.15753E-10
  6287    0.53505E-01    0.14001E-03    0.36153E-07    0.32868E-03    0.10508E-09    0.11162E-07    0.15741E-10
  6288    0.53635E-01    0.13966E-03    0.36109E-07    0.32900E-03    0.10504E-09    0.11156E-07    0.15728E-10
  6289    0.53766E-01    0.13930E-03    0.36065E-07    0.32931E-03    0.10499E-09    0.11150E-07    0.15715E-10
  6290    0.53897E-01    0.13894E-03    0.36021E-07    0.32961E-03    0.10494E-09    0.11144E-07    0.15703E-10
  6291    0.54027E-01    0.13859E-03    0.35977E-07    0.32991E-03    0.10490E-09    0.11139E-07    0.15690E-10
  6292    0.54158E-01    0.13823E-03    0.35933E-07    0.33021E-03    0.10485E-09    0.11133E-07    0.15677E-10
  6293    0.54289E-01    0.13788E-03    0.35890E-07    0.33051E-03    0.10480E-09    0.11127E-07    0.15664E-10
  6294    0.54421E-01    0.13753E-03    0.35846E-07    0.33079E-03    0.10476E-09    0.11121E-07    0.15652E-10
  6295    0.54552E-01    0.13717E-03    0.35803E-07    0.33108E-03    0.10471E-09    0.11116E-07    0.15639E-10
  6296    0.54683E-01    0.13682E-03    0.35759E-07    0.33136E-03    0.10467E-09    0.11110E-07    0.15626E-10
  6297    0.54815E-01    0.13647E-03    0.35716E-07    0.33164E-03    0.10462E-09    0.11104E-07    0.15613E-10
  6298    0.54947E-01    0.13612E-03    0.35673E-07    0.33191E-03    0.10457E-09    0.11098E-07    0.15600E-10
  6299    0.55079E-01    0.13577E-03    0.35629E-07    0.33218E-03    0.10453E-09    0.11093E-07    0.15587E-10
  6300    0.55211E-01    0.13542E-03    0.35586E-07    0.33245E-03    0.10448E-09    0.11087E-07    0.15574E-10
  6301    0.55343E-01    0.13507E-03    0.35543E-07    0.33271E-03    0.10443E-09    0.11081E-07    0.15561E-10
  6302    0.55475E-01    0.13472E-03    0.35500E-07    0.33297E-03    0.10439E-09    0.11075E-07    0.15548E-10
  6303    0.55607E-01    0.13438E-03    0.35457E-07    0.33323E-03    0.10434E-09    0.11070E-07    0.15535E-10
  6304    0.55740E-01    0.13403E-03    0.35414E-07    0.33348E-03    0.10430E-09    0.11064E-07    0.15522E-10
  6305    0.55872E-01    0.13368E-03    0.35371E-07    0.33373E-03    0.10425E-09    0.11058E-07    0.15508E-10
  6306    0.56005E-01    0.13334E-03    0.35329E-07    0.33397E-03    0.10420E-09    0.11052E-07    0.15495E-10
  6307    0.56138E-01    0.13300E-03    0.35286E-07    0.33421E-03    0.10416E-09    0.11047E-07    0.15482E-10
  6308    0.56271E-01    0.13265E-03    0.35243E-07    0.33444E-03    0.10411E-09    0.11041E-07    0.15469E-10
  6309    0.56404E-01    0.13231E-03    0.35201E-07    0.33468E-03    0.10407E-09    0.11035E-07    0.15455E-10
  6310    0.56537E-01    0.13197E-03    0.35158E-07    0.33490E-03    0.10402E-09    0.11029E-07    0.15442E-10
  6311    0.56670E-01    0.13162E-03    0.35116E-07    0.33513E-03    0.10398E-09    0.11024E-07    0.15429E-10
  6312    0.56804E-01    0.13128E-03    0.35074E-07    0.33535E-03    0.10393E-09    0.11018E-07    0.15415E-10
  6313    0.56937E-01    0.13094E-03    0.35031E-07    0.33557E-03    0.10388E-09    0.11012E-07    0.15402E-10
  6314    0.57071E-01    0.13060E-03    0.34989E-07    0.33578E-03    0.10384E-09    0.11007E-07    0.15388E-10
  6315    0.57204E-01    0.13026E-03    0.34947E-07    0.33599E-03    0.10379E-09    0.11001E-07    0.15375E-10
  6316    0.57338E-01    0.12992E-03    0.34905E-07    0.33619E-03    0.10375E-09    0.10995E-07    0.15361E-10
  6317    0.57472E-01    0.12959E-03    0.34863E-07    0.33640E-03    0.10370E-09    0.10989E-07    0.15348E-10
  6318    0.57606E-01    0.12925E-03    0.34821E-07    0.33659E-03    0.10366E-09    0.10984E-07    0.15334E-10
  6319    0.57740E-01    0.12891E-03    0.34779E-07    0.33679E-03    0.10361E-09    0.10978E-07    0.15320E-10
  6320    0.57875E-01    0.12858E-03    0.34737E-07    0.33698E-03    0.10356E-09    0.10972E-07    0.15307E-10
  6321    0.58009E-01    0.12824E-03    0.34695E-07    0.33717E-03    0.10352E-09    0.10967E-07    0.15293E-10
  6322    0.58144E-01    0.12791E-03    0.34654E-07    0.33735E-03    0.10347E-09    0.10961E-07    0.15279E-10
  6323    0.58278E-01    0.12757E-03    0.34612E-07    0.33753E-03    0.10343E-09    0.10955E-07    0.15266E-10
  6324    0.58413E-01    0.12724E-03    0.34571E-07    0.33771E-03    0.10338E-09    0.10949E-07    0.15252E-10
  6325    0.58548E-01    0.12691E-03    0.34529E-07    0.33788E-03    0.10334E-09    0.10944E-07    0.15238E-10
  6326    0.58682E-01    0.12658E-03    0.34488E-07    0.33805E-03    0.10329E-09    0.10938E-07    0.15224E-10
  6327    0.58817E-01    0.12624E-03    0.34446E-07    0.33821E-03    0.10324E-09    0.10932E-07    0.15210E-10
  6328    0.58953E-01    0.12591E-03    0.34405E-07    0.33838E-03    0.10320E-09    0.10927E-07    0.15196E-10
  6329    0.59088E-01    0.12558E-03    0.34364E-07    0.33853E-03    0.10315E-09    0.10921E-07    0.15183E-10
  6330    0.59223E-01    0.12525E-03    0.34323E-07    0.33869E-03    0.10311E-09    0.10915E-07    0.15169E-10
  6331    0.59358E-01    0.12493E-03    0.34282E-07    0.33884E-03    0.10306E-09    0.10909E-07    0.15155E-10
  6332    0.59494E-01    0.12460E-03    0.34241E-07    0.33899E-03    0.10302E-09    0.10904E-07    0.15141E-10
  6333    0.59630E-01    0.12427E-03    0.34200E-07    0.33913E-03    0.10297E-09    0.10898E-07    0.15127E-10
  6334    0.59765E-01    0.12394E-03    0.34159E-07    0.33927E-03    0.10293E-09    0.10892E-07    0.15112E-10
  6335    0.59901E-01    0.12362E-03    0.34118E-07    0.33941E-03    0.10288E-09    0.10887E-07    0.15098E-10
  6336    0.60037E-01    0.12329E-03    0.34077E-07    0.33954E-03    0.10284E-09    0.10881E-07    0.15084E-10
  6337    0.60173E-01    0.12297E-03    0.34036E-07    0.33967E-03    0.10279E-09    0.10875E-07    0.15070E-10
  6338    0.60309E-01    0.12264E-03    0.33996E-07    0.33979E-03    0.10275E-09    0.10870E-07    0.15056E-10
  6339    0.60445E-01    0.12232E-03    0.33955E-07    0.33992E-03    0.10270E-09    0.10864E-07    0.15042E-10
  6340    0.60581E-01    0.12200E-03    0.33915E-07    0.34003E-03    0.10266E-09    0.10858E-07    0.15027E-10
  6341    0.60717E-01    0.12168E-03    0.33874E-07    0.34015E-03    0.10261E-09    0.10853E-07    0.15013E-10
  6342    0.60854E-01    0.12135E-03    0.33834E-07    0.34026E-03    0.10257E-09    0.10847E-07    0.14999E-10
  6343    0.60990E-01    0.12103E-03    0.33794E-07    0.34037E-03    0.10252E-09    0.10841E-07    0.14985E-10
