#    L    TT             EE             BB             TE          
   333    0.78165E-01    0.75547E-03    0.36937E-03    0.31330E-02
   334    0.79317E-01    0.74279E-03    0.36615E-03    0.31644E-02
   335    0.80479E-01    0.73020E-03    0.36302E-03    0.31915E-02
   336    0.81646E-01    0.71770E-03    0.35998E-03    0.32145E-02
   337    0.82812E-01    0.70531E-03    0.35703E-03    0.32332E-02
   338    0.83975E-01    0.69306E-03    0.35418E-03    0.32478E-02
   339    0.85129E-01    0.68096E-03    0.35141E-03    0.32581E-02
   340    0.86271E-01    0.66903E-03    0.34875E-03    0.32641E-02
   341    0.87394E-01    0.65728E-03    0.34619E-03    0.32660E-02
   342    0.88496E-01    0.64574E-03    0.34372E-03    0.32636E-02
   343    0.89571E-01    0.63441E-03    0.34137E-03    0.32570E-02
   344    0.90615E-01    0.62333E-03    0.33911E-03    0.32461E-02
   345    0.91624E-01    0.61250E-03    0.33697E-03    0.32310E-02
   346    0.92593E-01    0.60194E-03    0.33494E-03    0.32117E-02
   347    0.93518E-01    0.59168E-03    0.33301E-03    0.31881E-02
   348    0.94394E-01    0.58172E-03    0.33121E-03    0.31603E-02
   349    0.95216E-01    0.57210E-03    0.32952E-03    0.31282E-02
   350    0.95981E-01    0.56281E-03    0.32795E-03    0.30919E-02
   351    0.96685E-01    0.55389E-03    0.32650E-03    0.30513E-02
   352    0.97327E-01    0.54532E-03    0.32516E-03    0.30067E-02
   353    0.97909E-01    0.53710E-03    0.32395E-03    0.29581E-02
   354    0.98432E-01    0.52924E-03    0.32284E-03    0.29058E-02
   355    0.98897E-01    0.52171E-03    0.32183E-03    0.28499E-02
   356    0.99305E-01    0.51452E-03    0.32093E-03    0.27906E-02
   357    0.99657E-01    0.50767E-03    0.32013E-03    0.27281E-02
   358    0.99954E-01    0.50114E-03    0.31943E-03    0.26625E-02
   359    0.10020E+00    0.49494E-03    0.31882E-03    0.25940E-02
   360    0.10039E+00    0.48906E-03    0.31829E-03    0.25228E-02
   361    0.10053E+00    0.48348E-03    0.31785E-03    0.24490E-02
   362    0.10062E+00    0.47822E-03    0.31749E-03    0.23729E-02
   363    0.10065E+00    0.47326E-03    0.31721E-03    0.22945E-02
   364    0.10064E+00    0.46860E-03    0.31700E-03    0.22141E-02
   365    0.10059E+00    0.46424E-03    0.31687E-03    0.21318E-02
   366    0.10048E+00    0.46016E-03    0.31679E-03    0.20478E-02
   367    0.10033E+00    0.45636E-03    0.31679E-03    0.19623E-02
   368    0.10014E+00    0.45285E-03    0.31684E-03    0.18754E-02
   369    0.99902E-01    0.44961E-03    0.31694E-03    0.17873E-02
   370    0.99623E-01    0.44664E-03    0.31710E-03    0.16982E-02
   371    0.99303E-01    0.44393E-03    0.31731E-03    0.16082E-02
   372    0.98942E-01    0.44149E-03    0.31756E-03    0.15176E-02
   373    0.98542E-01    0.43930E-03    0.31785E-03    0.14265E-02
   374    0.98105E-01    0.43736E-03    0.31818E-03    0.13350E-02
   375    0.97630E-01    0.43566E-03    0.31854E-03    0.12433E-02
   376    0.97119E-01    0.43421E-03    0.31893E-03    0.11516E-02
   377    0.96574E-01    0.43299E-03    0.31935E-03    0.10601E-02
   378    0.95994E-01    0.43200E-03    0.31979E-03    0.96895E-03
   379    0.95382E-01    0.43123E-03    0.32025E-03    0.87829E-03
   380    0.94738E-01    0.43069E-03    0.32073E-03    0.78832E-03
   381    0.94064E-01    0.43036E-03    0.32122E-03    0.69919E-03
   382    0.93359E-01    0.43025E-03    0.32171E-03    0.61108E-03
   383    0.92627E-01    0.43034E-03    0.32221E-03    0.52416E-03
   384    0.91866E-01    0.43063E-03    0.32271E-03    0.43860E-03
   385    0.91080E-01    0.43111E-03    0.32321E-03    0.35456E-03
   386    0.90267E-01    0.43179E-03    0.32370E-03    0.27223E-03
   387    0.89431E-01    0.43266E-03    0.32418E-03    0.19177E-03
   388    0.88571E-01    0.43371E-03    0.32465E-03    0.11335E-03
   389    0.87689E-01    0.43493E-03    0.32510E-03    0.37139E-04
   390    0.86786E-01    0.43633E-03    0.32553E-03   -0.36691E-04
   391    0.85862E-01    0.43789E-03    0.32593E-03   -0.10797E-03
   392    0.84919E-01    0.43961E-03    0.32631E-03   -0.17653E-03
